Id	CAS	SMILES	Status	Experimental value	Predicted value
253	N.A.	O=C(NC)CSP(OC)(OC)=S	Training	NON-Carcinogen	Possible NON-Carcinogen
254	N.A.	O=C(OC1OC(OC(C)C1)C)C	Training	Carcinogen	Possible NON-Carcinogen
255	N.A.	O(c2ccc(OC)c(C=Cc1ccc(N)cc1)c2)C	Training	Carcinogen	Carcinogen
256	N.A.	O=C=Nc1ccc(cc1(OC))c2ccc(N=C=O)c(OC)c2	Training	Carcinogen	Carcinogen
257	N.A.	O=C2Oc1cc(OC)cc(OC)c1C3=C2CCC3	Training	NON-Carcinogen	Carcinogen
258	N.A.	O=C2Oc1cc(OC)cc(OC)c1C=3C(=O)CCC2=3	Training	NON-Carcinogen	Carcinogen
259	N.A.	O=C2Oc1cc(OC)cc(OC)c1C3=C2C(=O)CC3	Training	NON-Carcinogen	Carcinogen
260	N.A.	O=C1c5c(O)cc(OC)c(OC)c5(Oc3c1c(OC)cc2OC4OC=CC4(c23))	Training	Carcinogen	Carcinogen
261	N.A.	O=C(NCCSP(OC)(OC)=S)C	Training	NON-Carcinogen	Possible NON-Carcinogen
262	N.A.	N(=Nc1ccc(cc1)N(C)C)c2ccccc2	Training	Carcinogen	Carcinogen
263	N.A.	O=NN(C(=O)c1ccccc1(C(=O)N(N=O)C))C	Training	NON-Carcinogen	Carcinogen
264	N.A.	O=[P+](OC)OC	Training	Carcinogen	Carcinogen
265	N.A.	O=P(OC)(OC)N1CCOCC1	Training	Carcinogen	Carcinogen
266	N.A.	O=[N+]([O-])c1oc(cc1)c2nc(cc(n2)C)C	Training	Carcinogen	Carcinogen
267	N.A.	O=[N+]([O-])c1cnc(n1C)C	Training	Carcinogen	Carcinogen
268	N.A.	O=C(OC)c1ccc(cc1)C(=O)OC	Training	NON-Carcinogen	Possible NON-Carcinogen
269	N.A.	O=C(N(C)C)C	Training	NON-Carcinogen	Possible NON-Carcinogen
270	N.A.	O=[N+]([O-])c2oc(C=Cc1nnc(o1)NCN(C)C)cc2	Training	Carcinogen	Carcinogen
271	N.A.	c1ccc(cc1)N(C)C	Training	Carcinogen	Possible NON-Carcinogen
272	N.A.	O=C1NC(=O)C(C(=O)N1)(C)C	Training	NON-Carcinogen	Possible NON-Carcinogen
273	N.A.	[O-][N+](C)(C)CCCCCCCCCCCC	Training	NON-Carcinogen	Carcinogen
274	N.A.	O=CN(C)C	Training	NON-Carcinogen	Possible NON-Carcinogen
275	N.A.	NN(C)C	Training	NON-Carcinogen	Carcinogen
276	N.A.	O=[N+]([O-])c1oc(cc1)c2nc(NN(C)C)sc2	Training	Carcinogen	Carcinogen
277	N.A.	O=[N+]([O-])N(C)C	Training	Carcinogen	Carcinogen
278	N.A.	C(=C(C)C)Cl	Training	Carcinogen	Carcinogen
279	N.A.	O=[N+]([O-])c1cc(c(OS(=O)(=O)C)c(c1)C(C)(C)C)[N+](=O)[O-]	Training	NON-Carcinogen	Carcinogen
280	N.A.	O=NN1CCN(N=O)CCC1	Training	Carcinogen	Carcinogen
281	N.A.	O=[N+]([O-])c1cccc(c1C)[N+](=O)[O-]	Training	Carcinogen	Carcinogen
282	N.A.	O1CCOCC1	Training	Carcinogen	Possible NON-Carcinogen
283	N.A.	O1CCOC(C1SP(OCC)(OCC)=S)SP(OCC)(OCC)=S	Training	NON-Carcinogen	Possible NON-Carcinogen
284	N.A.	O=NN(CCCCC)CCCCC	Training	Carcinogen	Carcinogen
285	N.A.	c1ccc(cc1)Nc2ccc(cc2)Nc3ccccc3	Training	NON-Carcinogen	Possible NON-Carcinogen
286	N.A.	O=C1NC(=O)C(N1)(c2ccccc2)c3ccccc3	Training	NON-Carcinogen	Possible NON-Carcinogen
287	N.A.	NC(NNC(N)=S)=S	Training	NON-Carcinogen	Carcinogen
288	N.A.	NC(C(N)=S)=S	Training	NON-Carcinogen	Possible NON-Carcinogen
289	N.A.	O=C1OC(C(OCC(=O)CCCCCCCCCCCC)=C1(O))C(O)CO	Training	NON-Carcinogen	Possible NON-Carcinogen
290	N.A.	O=C(O)C(N)Cc1ccc(O)c(O)c1	Training	NON-Carcinogen	Possible NON-Carcinogen
291	N.A.	O=C1N(c3ccc(cc3(C(=NC1(O))c2ccccc2(F)))Cl)CCO	Training	NON-Carcinogen	Carcinogen
292	N.A.	O=C1Oc3c(O)c(O)cc4C(=O)Oc2c(O)c(O)cc1c2c34	Training	NON-Carcinogen	Carcinogen
293	N.A.	O1C2C1C3CC2C4C3C5(C(=C(C4(C5(Cl)Cl)Cl)Cl)Cl)Cl	Training	NON-Carcinogen	Carcinogen
294	N.A.	O1CC1CCl	Training	Carcinogen	Carcinogen
295	N.A.	O1CC1CC	Training	Carcinogen	Carcinogen
296	N.A.	n1nc2n(c1)c4ccc(cc4(C(=NC2)c3ccccc3))Cl	Training	NON-Carcinogen	Carcinogen
297	N.A.	O=C(Oc1ccc2c(c1)CCC4C2CCC5(C)(C(OC(=O)Cc3ccc(cc3)N(CCCl)CCCl)CCC45))Cc6ccc(cc6)N(CCCl)CCCl	Training	NON-Carcinogen	Carcinogen
298	N.A.	C#CC3(O)(CCC2C4CCc1cc(O)ccc1C4(CCC23(C)))	Training	Carcinogen	Carcinogen
299	N.A.	O=C(O)C(N)CCSCC	Training	Carcinogen	Possible NON-Carcinogen
300	N.A.	O=C(N)Nc1ccc(OCC)cc1	Training	Carcinogen	Possible NON-Carcinogen
301	N.A.	O(c1ccc2NC(C=C(c2(c1))C)(C)C)CC	Training	NON-Carcinogen	Carcinogen
302	N.A.	O=C(OCC)C=C	Training	Carcinogen	Possible NON-Carcinogen
303	N.A.	OCC	Training	Carcinogen	Possible NON-Carcinogen
304	N.A.	[O-][N+](=NCC)CC	Training	Carcinogen	Carcinogen
305	N.A.	[O-][N+](=NC)CC	Training	Carcinogen	Carcinogen
306	N.A.	O=C(O)C(N)CSCC	Training	NON-Carcinogen	Possible NON-Carcinogen
307	N.A.	c1cc(ccc1CC)C(c2ccc(cc2)CC)C(Cl)Cl	Training	NON-Carcinogen	Carcinogen
308	N.A.	O=C(OCC)C2OC2(c1ccccc1)(C)	Training	NON-Carcinogen	Carcinogen
309	N.A.	O=C1OC(C(OCC)=C1(O))C(O)CO	Training	NON-Carcinogen	Possible NON-Carcinogen
310	N.A.	c1ccc(cc1)CC	Training	Carcinogen	Possible NON-Carcinogen
311	N.A.	O1CC1	Training	Carcinogen	Carcinogen
312	N.A.	N1C(NCC1)=S	Training	Carcinogen	Possible NON-Carcinogen
313	N.A.	O1CC1C2CCC3OC3(C2)	Training	NON-Carcinogen	Carcinogen
314	N.A.	OCC(CC)CCCC	Training	NON-Carcinogen	Possible NON-Carcinogen
315	N.A.	O=C(OCC(CC)CCCC)CCCCC(=O)OCC(CC)CCCC	Training	NON-Carcinogen	Possible NON-Carcinogen
316	N.A.	O=C(OCC(CC)CCCC)c1ccccc1(C(=O)OCC(CC)CCCC)	Training	Carcinogen	Carcinogen
317	N.A.	O=NN(C(=O)NCCO)CC	Training	Carcinogen	Carcinogen
318	N.A.	O=NN(C(=O)NCC(=O)C)CC	Training	Carcinogen	Carcinogen
319	N.A.	N#CN(N=O)CC	Training	Carcinogen	Carcinogen
320	N.A.	O=C(N)NC(=O)C(c1ccccc1)CC	Training	NON-Carcinogen	Carcinogen
321	N.A.	O=C(OC4C=C3CCC2C(CCC1(C)(C2(CCC1(C#C)(OC(=O)C))))C3CC4)C	Training	NON-Carcinogen	Carcinogen
322	N.A.	O=C(O)CC2(OCCc1c3cccc(c3([nH]c12))CC)CC	Training	NON-Carcinogen	Possible NON-Carcinogen
323	N.A.	Oc1ccc(cc1(OC))CC=C	Training	NON-Carcinogen	Possible NON-Carcinogen
324	N.A.	O(c1ccc(c(c1)C)SC)P(OC)(OC)=S	Training	NON-Carcinogen	Possible NON-Carcinogen
325	N.A.	N#CC(OC(=O)C(c1ccc(cc1)Cl)C(C)C)c3cccc(Oc2ccccc2)c3	Training	NON-Carcinogen	Carcinogen
326	N.A.	Fc1ccc(c(F)c1)C(O)(Cn2ncnc2)Cn3ncnc3	Training	Carcinogen	Carcinogen
327	N.A.	O=C(Nc1cccc(c1)C(F)(F)F)N(C)C	Training	NON-Carcinogen	Carcinogen
328	N.A.	O=C(Nc2ccc3c1ccccc1Cc3(c2))C(F)(F)F	Training	Carcinogen	Carcinogen
329	N.A.	O=C(Nc1ccc(cc1)c2ccc(F)cc2)C	Training	Carcinogen	Carcinogen
330	N.A.	O=NN(C(=O)N)CCF	Training	Carcinogen	Carcinogen
331	N.A.	O=C1NC=C(F)C(=O)N1	Training	NON-Carcinogen	Carcinogen
332	N.A.	O=C(O)CC(O)CC(O)C=Cc3c(c1ccc(F)cc1)c2ccccc2n3C(C)C	Training	Carcinogen	Carcinogen
333	N.A.	O=C	Training	Carcinogen	Possible NON-Carcinogen
334	N.A.	O=CNNc1nc(cs1)c2occc2	Training	NON-Carcinogen	Carcinogen
335	N.A.	O=CNNc1nc(cs1)C	Training	Carcinogen	Carcinogen
336	N.A.	O=CNNc1nc(cs1)c2oc(cc2)[N+](=O)[O-]	Training	Carcinogen	Carcinogen
337	N.A.	O=CNNC(N)=S	Training	NON-Carcinogen	Carcinogen
338	N.A.	O=C(O)CC(C(=O)O)CC(=O)OC(CC(C)CCC)C(OC(=O)CC(C(=O)O)CC(=O)O)CC(C)CC(O)CCCCC(O)CC(O)C(N)C	Training	Carcinogen	Carcinogen
339	N.A.	O=C(N)NN=Cc1occc1	Training	NON-Carcinogen	Carcinogen
340	N.A.	o1cccc1	Training	Carcinogen	Carcinogen
341	N.A.	O=Cc1occc1	Training	Carcinogen	Carcinogen
342	N.A.	O=C(O)c2cc(c(cc2(NCc1occc1))Cl)S(=O)(=O)N	Training	NON-Carcinogen	Carcinogen
343	N.A.	O=C(OC2C(O)C4OC1C=C(C(=O)C(O)C1(CO)C2(C)C34(OC3))C)C	Training	NON-Carcinogen	Carcinogen
344	N.A.	O=C(O)c1cc(O)c(O)c(O)c1	Training	NON-Carcinogen	Possible NON-Carcinogen
345	N.A.	OCC(C)(C)CCCCCCC(C)(C)CO	Training	NON-Carcinogen	Possible NON-Carcinogen
346	N.A.	O=C(O)C(C)(C)CCCOc1cc(ccc1C)C	Training	NON-Carcinogen	Possible NON-Carcinogen
347	N.A.	n1c(N)ccc2nc3c(cccn3(c12))C	Training	Carcinogen	Carcinogen
348	N.A.	n2c(N)ccc3nc1ccccn1c23	Training	Carcinogen	Carcinogen
349	N.A.	OCC(O)CCl	Training	NON-Carcinogen	Carcinogen
350	N.A.	O=CC1OC1	Training	NON-Carcinogen	Carcinogen
351	N.A.	OCC1OC1	Training	Carcinogen	Carcinogen
352	N.A.	O=C(O)CN	Training	Carcinogen	Possible NON-Carcinogen
353	N.A.	O=C(O)C4(C)(CCC5(C)(CCC2(C(=CC(=O)C1C3(C)(CCC(O)C(C)(C)C3(CCC12(C))))C5(C4))(C)))	Training	NON-Carcinogen	Carcinogen
354	N.A.	Oc4ccc2c(OCC3(O)(Cc1cc(O)c(O)cc1C23))c4(O)	Training	Carcinogen	Carcinogen
355	N.A.	C1=CC(C2C1C3(C(=C(C2(C3(Cl)Cl)Cl)Cl)Cl)Cl)Cl	Training	NON-Carcinogen	Carcinogen
356	N.A.	N1CCCCCCC1	Training	NON-Carcinogen	Possible NON-Carcinogen
357	N.A.	NCCCCCCC	Training	NON-Carcinogen	Possible NON-Carcinogen
358	N.A.	c1(c(c(c(c(c1Cl)Cl)Cl)Cl)Cl)Cl	Training	Carcinogen	Carcinogen
359	N.A.	C(C(=C(Cl)Cl)Cl)(=C(Cl)Cl)Cl	Training	Carcinogen	Carcinogen
360	N.A.	C1(C(C(C(C(C1Cl)Cl)Cl)Cl)Cl)Cl	Training	Carcinogen	Carcinogen
361	N.A.	C=1(C(=C(C(C=1Cl)(Cl)Cl)Cl)Cl)Cl	Training	NON-Carcinogen	Carcinogen
362	N.A.	C(C(Cl)(Cl)Cl)(Cl)(Cl)Cl	Training	Carcinogen	Carcinogen
363	N.A.	Oc1c(cc(c(c1Cc2c(O)c(cc(c2Cl)Cl)Cl)Cl)Cl)Cl	Training	NON-Carcinogen	Possible NON-Carcinogen
364	N.A.	N12(CN3CN(C1)CN(C2)C3)	Training	NON-Carcinogen	Possible NON-Carcinogen
365	N.A.	OCN(c1nc(nc(n1)N(CO)CO)N(CO)CO)CO	Training	Carcinogen	Possible NON-Carcinogen
366	N.A.	O=P(N(C)C)(N(C)C)N(C)C	Training	Carcinogen	Carcinogen
367	N.A.	O=C(N)CCCCC	Training	NON-Carcinogen	Possible NON-Carcinogen
368	N.A.	Oc1c(cc(OCCCCCC)c(c1C)C)C	Training	NON-Carcinogen	Possible NON-Carcinogen
369	N.A.	O=NN(C(=O)N)CCCCCC	Training	Carcinogen	Carcinogen
370	N.A.	Oc1ccc(c(O)c1)CCCCCC	Training	NON-Carcinogen	Possible NON-Carcinogen
371	N.A.	n1c(csc1NN)c2ccc(N)cc2	Training	Carcinogen	Carcinogen
372	N.A.	O=[N+]([O-])c1oc(cc1)c2nc(NN)sc2	Training	Carcinogen	Carcinogen
373	N.A.	O=[N+]([O-])c1ccc(cc1)c2nc(NN)sc2	Training	Carcinogen	Carcinogen
374	N.A.	n1c(csc1NN)c2ccccc2	Training	NON-Carcinogen	Carcinogen
375	N.A.	c1ccc(cc1)NNc2ccccc2	Training	Carcinogen	Carcinogen
376	N.A.	FC(F)(F)C(Cl)Cl	Training	Carcinogen	Carcinogen
377	N.A.	O=S(=O)(N)c1cc2c(cc1Cl)NCNS2(=O)(=O)	Training	NON-Carcinogen	Possible NON-Carcinogen
378	N.A.	O=C3C=C2CCC1C4CCC(O)(C(=O)CO)C4(C)(CC(O)C1C2(C)CC3)	Training	NON-Carcinogen	Carcinogen
379	N.A.	n1cccc3c1ccc2c3(nc(N)n2C)	Training	Carcinogen	Possible NON-Carcinogen
380	N.A.	O=C1OC2CC[N+]3([O-])(CC=C(COC(=O)C(O)(CO)C(C)CC1(=CC))C23)	Training	Carcinogen	Carcinogen
381	N.A.	C=C(C)C	Training	Carcinogen	Possible NON-Carcinogen
382	N.A.	O=NOCC(C)C	Training	Carcinogen	Carcinogen
383	N.A.	O=NN(C(=N[N+](=O)[O-])N)CC(C)C	Training	NON-Carcinogen	Carcinogen
384	N.A.	O=S(c3ccc(c1nc2ccncc2([nH]1))c(OC)c3)C	Training	Carcinogen	Carcinogen
385	N.A.	O=C(N(O)c1ccc(cc1)c2ccccc2)C	Training	NON-Carcinogen	Carcinogen
386	N.A.	O=C(N(O)c2ccc3c1ccccc1Cc3(c2))C	Training	Carcinogen	Carcinogen
387	N.A.	Oc1cc(ccc1(N))c2ccccc2	Training	NON-Carcinogen	Carcinogen
388	N.A.	O=C1c3ccccc3(C(=O)c2c(O)cccc12)	Training	Carcinogen	Carcinogen
389	N.A.	O=C2N(N=Cc1oc(cc1)[N+](=O)[O-])CCN2CCO	Training	Carcinogen	Carcinogen
390	N.A.	O=NN(C(=O)NCC)CCO	Training	Carcinogen	Carcinogen
391	N.A.	O=NN(C(=O)N)CCO	Training	Carcinogen	Carcinogen
392	N.A.	O=[N+]([O-])c3ccc(c2nc1ccccc1c(n2)NCCO)s3	Training	Carcinogen	Carcinogen
393	N.A.	O=NN(C(=O)N)CCCO	Training	Carcinogen	Carcinogen
394	N.A.	Oc1cccc2cccnc12	Training	NON-Carcinogen	Possible NON-Carcinogen
395	N.A.	OC(C=C)c1ccc2OCOc2(c1)	Training	Carcinogen	Carcinogen
396	N.A.	O=C(O)C(c1ccc(cc1)CC(C)C)C	Training	NON-Carcinogen	Possible NON-Carcinogen
397	N.A.	O=C1NC(=O)CN(C1)CC(N2CC(=O)NC(=O)C2)C	Training	Carcinogen	Possible NON-Carcinogen
398	N.A.	O=C(N)CCCCn1nc(cc1)NC(=NCC(F)(F)F)N	Training	Carcinogen	Carcinogen
399	N.A.	O=C3NN=C(c1ccc2NC(=O)C(c2(c1))(C)C)CC3	Training	Carcinogen	Carcinogen
400	N.A.	O=C(O)Cc3c1cc(OC)ccc1n(C(=O)c2ccc(cc2)Cl)c3C	Training	Carcinogen	Possible NON-Carcinogen
401	N.A.	O=C(N)CI	Training	NON-Carcinogen	Possible NON-Carcinogen
402	N.A.	C(I)(I)I	Training	NON-Carcinogen	Possible NON-Carcinogen
403	N.A.	O=C(NN)c1ccncc1	Training	Carcinogen	Carcinogen
404	N.A.	O=C1C=C(C)CC(C)(C)C1	Training	Carcinogen	Carcinogen
405	N.A.	O=P1(OCCCN1(CCCl))(NCCCl)	Training	Carcinogen	Carcinogen
406	N.A.	OC(C)C	Training	NON-Carcinogen	Possible NON-Carcinogen
407	N.A.	O=C(OC(C)C)Nc1cccc(c1)Cl	Training	NON-Carcinogen	Carcinogen
408	N.A.	O=C1C(O)=C(Oc2cc(O)cc(O)c12)c3ccc(O)cc3	Training	NON-Carcinogen	Carcinogen
409	N.A.	O=C1C2(C3(C4(C1(C5(C2(C3(C(C45Cl)(Cl)Cl)Cl)Cl)Cl)Cl)Cl)Cl)Cl	Training	Carcinogen	Carcinogen
410	N.A.	O=C(O)C(c1cccc(c1)C(=O)c2ccccc2)C	Training	NON-Carcinogen	Possible NON-Carcinogen
411	N.A.	O=C(OC2CCN1CC=C(COC(=O)C(O)(C(OC)C)C(O)(C)C)C12)C(=CC)C	Training	Carcinogen	Carcinogen
412	N.A.	C=C(C)C1CC=C(C)CC1	Training	Carcinogen	Possible NON-Carcinogen
413	N.A.	O=C(O)CCC(C)C2CCC3C4CCC1CC(O)CCC1(C)C4(CCC23(C))	Training	NON-Carcinogen	Possible NON-Carcinogen
414	N.A.	O=C(O)c1nn(c2ccccc12)Cc3ccc(cc3Cl)Cl	Training	NON-Carcinogen	Possible NON-Carcinogen
415	N.A.	O=C2C(=C(O)Nc1ncccc1)N(C)S(=O)(=O)c3cc(Cl)sc23	Training	NON-Carcinogen	Carcinogen
416	N.A.	O=C3OC(CCC2C(C=CC1=CC(C)CC(OC(=O)C(C)CC)C12)C)CC(O)C3	Training	NON-Carcinogen	Carcinogen
417	N.A.	OCc3nc(NCCCOc1cccc(c1)CN2CCCCC2)n(n3)C	Training	Carcinogen	Carcinogen
418	N.A.	O=C(OCC)CC(C(=O)OCC)SP(=O)(OC)OC	Training	NON-Carcinogen	Carcinogen
419	N.A.	O=C(OCC)CC(C(=O)OCC)SP(OC)(OC)=S	Training	NON-Carcinogen	Possible NON-Carcinogen
420	N.A.	O=C1C=CC(=O)NN1	Training	NON-Carcinogen	Carcinogen
421	N.A.	OCC(O)C(O)C(O)C(O)CO	Training	NON-Carcinogen	Possible NON-Carcinogen
422	N.A.	OC(CNCCCl)C(O)C(O)C(O)CNCCCl	Training	NON-Carcinogen	Carcinogen
423	N.A.	n1cc(nc3c1ccc2c3(nc(N)n2C))C	Training	Carcinogen	Possible NON-Carcinogen
424	N.A.	n1c(nc(nc1N)N)N	Training	Carcinogen	Possible NON-Carcinogen
425	N.A.	O=C2c1ccccc1S(=O)(=O)N(C2=C(O)Nc3ncc(C)s3)C	Training	NON-Carcinogen	Carcinogen
426	N.A.	O=C(O)C(N)Cc1ccc(cc1)N(CCCl)CCCl	Training	Carcinogen	Carcinogen
427	N.A.	OC1CC(C)CCC1(C(C)C)	Training	NON-Carcinogen	Possible NON-Carcinogen
428	N.A.	OC(c1ccccc1)(c2ccc(OCCN(CC)CC)cc2)Cc3ccc(OC)cc3	Training	NON-Carcinogen	Possible NON-Carcinogen
429	N.A.	c1ccc2c(c1)NC(=S)S2	Training	Carcinogen	Possible NON-Carcinogen
430	N.A.	n1c[nH]c2c1NC=NC2=S	Training	NON-Carcinogen	Possible NON-Carcinogen
431	N.A.	O=P(N1CC1C)(N2CC2C)N3CC3C	Training	Carcinogen	Carcinogen
432	N.A.	n1ccccc1N(Cc2occc2)CCN(C)C	Training	NON-Carcinogen	Carcinogen
433	N.A.	c1ccc(cc1)N(Cc2cccs2)CCN(C)C	Training	NON-Carcinogen	Carcinogen
434	N.A.	C1=CN(C(N1)=S)C	Training	Carcinogen	Possible NON-Carcinogen
435	N.A.	O=C(O)C(N)CCSC	Training	NON-Carcinogen	Possible NON-Carcinogen
436	N.A.	O=C(O)CCC(NC(=O)c1ccc(cc1)N(C)Cc2nc3c(nc2)nc(nc3(N))N)C(=O)O	Training	NON-Carcinogen	Carcinogen
437	N.A.	o2c1ccccc1c3cc(OC)c(N)cc23	Training	Carcinogen	Carcinogen
438	N.A.	Oc1cccc(OC)c1(O)	Training	Carcinogen	Carcinogen
439	N.A.	O(c1ccc(cc1)C(c2ccc(OC)cc2)C(Cl)(Cl)Cl)C	Training	NON-Carcinogen	Carcinogen
440	N.A.	Oc1ccc(OC)cc1	Training	Carcinogen	Possible NON-Carcinogen
441	N.A.	O=C1Oc2c(OC)c3occc3(cc2(C=C1))	Training	Carcinogen	Carcinogen
442	N.A.	CBr	Training	NON-Carcinogen	Carcinogen
443	N.A.	O(C)C(C)(C)C	Training	Carcinogen	Possible NON-Carcinogen
444	N.A.	O=C(OC)N	Training	Carcinogen	Possible NON-Carcinogen
445	N.A.	O=C(OC)NN	Training	NON-Carcinogen	Carcinogen
446	N.A.	O=C(OC)C(Oc1ccc(cc1)c2ccc(cc2)Cl)(C)C	Training	Carcinogen	Carcinogen
447	N.A.	N(=Nc1cccc(c1)C)c2ccc(cc2)N(C)C	Training	Carcinogen	Carcinogen
448	N.A.	O=Nc1ccc(cc1)N(N=O)C	Training	Carcinogen	Carcinogen
449	N.A.	O=C(OC)CCCCCCCC=CC=CC(OO)CCCCC	Training	NON-Carcinogen	Possible NON-Carcinogen
450	N.A.	O=C(OC)CCCCCCCC=CCC=CCCCCC	Training	NON-Carcinogen	Possible NON-Carcinogen
451	N.A.	O=C(OC)C(=C)C	Training	NON-Carcinogen	Carcinogen
452	N.A.	O=NN(C(=N[N+](=O)[O-])N)C	Training	Carcinogen	Carcinogen
453	N.A.	O=C2c3ccccc3(C(=O)c1c2(ccc(c1[N+](=O)[O-])C))	Training	Carcinogen	Carcinogen
454	N.A.	O=C2NC(C)CN2(N=Cc1oc(cc1)[N+](=O)[O-])	Training	Carcinogen	Carcinogen
455	N.A.	O=NN(C(=O)c1ccccc1)C	Training	Carcinogen	Carcinogen
456	N.A.	O=NN(C(=O)NCCCC(N)C(=O)O)C	Training	Carcinogen	Carcinogen
457	N.A.	O=NN1CCCCC1C	Training	Carcinogen	Carcinogen
458	N.A.	O=[N+]([O-])c1ccc(OP(OC)(OC)=S)cc1	Training	NON-Carcinogen	Carcinogen
459	N.A.	O=C1N(C)CCC1	Training	NON-Carcinogen	Possible NON-Carcinogen
460	N.A.	OC(c1ccccc1)C	Training	Carcinogen	Possible NON-Carcinogen
461	N.A.	Oc1ccc(cc1(O))C	Training	Carcinogen	Possible NON-Carcinogen
462	N.A.	c1ccc5c(c1)ccc3c5(cc2ccc(c4c2c3CC4)C)	Training	Carcinogen	Carcinogen
463	N.A.	Nc1ccc(cc1Cl)Cc2ccc(N)c(c2)Cl	Training	Carcinogen	Carcinogen
464	N.A.	Nc1ccc(cc1C)Cc2ccc(N)c(c2)C	Training	Carcinogen	Carcinogen
465	N.A.	C(Cl)Cl	Training	Carcinogen	Carcinogen
466	N.A.	c1cc(ccc1N(C)C)Cc2ccc(cc2)N(C)C	Training	Carcinogen	Carcinogen
467	N.A.	Oc1c(cc(cc1C(C)(C)C)C)Cc2cc(cc(c2(O))C(C)(C)C)C	Training	NON-Carcinogen	Possible NON-Carcinogen
468	N.A.	N(=C(N)N)C	Training	NON-Carcinogen	Possible NON-Carcinogen
469	N.A.	O=C1N=C(N)Nc2ncn(c12)C	Training	NON-Carcinogen	Possible NON-Carcinogen
470	N.A.	Oc1ccc(O)c(c1)C	Training	NON-Carcinogen	Possible NON-Carcinogen
471	N.A.	O=[N+]([O-])CN	Training	Carcinogen	Carcinogen
472	N.A.	O=NN(C)CCCC(O)c1cnccc1	Training	Carcinogen	Carcinogen
473	N.A.	O=NN(C)CCCC(=O)c1cnccc1	Training	Carcinogen	Carcinogen
474	N.A.	N#CN(N=O)C	Training	Carcinogen	Carcinogen
475	N.A.	O=C(C=C)NCO	Training	NON-Carcinogen	Possible NON-Carcinogen
476	N.A.	n1cccc2cc(ccc12)C	Training	NON-Carcinogen	Possible NON-Carcinogen
477	N.A.	n1cccc2cccc(c12)C	Training	NON-Carcinogen	Possible NON-Carcinogen
478	N.A.	N=2c1ccccc1Sc4ccc(cc4(C=2N3CCN(C)CC3))C	Training	NON-Carcinogen	Possible NON-Carcinogen
479	N.A.	O=[N+]([O-])c1cnc(n1CCO)C	Training	Carcinogen	Carcinogen
480	N.A.	O=C(Oc1cc(c(c(c1)C)N(C)C)C)NC	Training	NON-Carcinogen	Carcinogen
481	N.A.	O=C(c1ccc(cc1)N(C)C)c2ccc(cc2)N(C)C	Training	Carcinogen	Carcinogen
482	N.A.	C13(C4(C2(C5(C(C1(C2(Cl)Cl)Cl)(C3(C(C45Cl)(Cl)Cl)Cl)Cl)Cl)Cl)Cl)Cl	Training	Carcinogen	Carcinogen
483	N.A.	C13(C4(C2(C5(C(C1(C2(Cl)Cl)Cl)(C3(C(C45Cl)(Cl)Cl)Cl)Cl)Cl)Cl)Cl)	Training	Carcinogen	Carcinogen
484	N.A.	O=C(OC)CCCCCCC1C(=O)CC(O)C1(C=CCC(O)(C)CCCC)	Training	NON-Carcinogen	Possible NON-Carcinogen
485	N.A.	O=C(OCC4C=1C(=O)C(N)=C(C(=O)C=1N3CC2NC2C34(OC))C)N	Training	Carcinogen	Carcinogen
486	N.A.	O=C(O)CCl	Training	NON-Carcinogen	Carcinogen
487	N.A.	O=C1OC3CCN2CC=C(COC(=O)C(O)(C)C(O)(C)C1C)C23	Training	Carcinogen	Carcinogen
488	N.A.	O=[N+]([O-])c4ccc(c2nc1ccccc1c(n2)N3CCOCC3)s4	Training	Carcinogen	Carcinogen
489	N.A.	O=S(=O)(OCCCCOS(=O)(=O)C)C	Training	NON-Carcinogen	Carcinogen
490	N.A.	O=C(O)C(Oc1ccc(cc1)C3c2ccccc2CCC3)(C)C	Training	Carcinogen	Carcinogen
491	N.A.	O=C(O)C1=CN(c2nc(ccc2(C1(=O)))C)CC	Training	Carcinogen	Carcinogen
492	N.A.	Nc1cccc2c(N)cccc12	Training	Carcinogen	Possible NON-Carcinogen
493	N.A.	Nc1ccc2ccccc2(c1)	Training	Carcinogen	Carcinogen
494	N.A.	O=C(Nc1c(cccc1C)C)CN2C(=O)CCC2	Training	NON-Carcinogen	Carcinogen
495	N.A.	n1cccc(c1)C2N(C)CCC2	Training	NON-Carcinogen	Carcinogen
496	N.A.	O=C(Nc1ncc([N+](=O)[O-])s1)NCC	Training	Carcinogen	Carcinogen
497	N.A.	O=C(O)CN(CC(=O)O)CC(=O)O	Training	Carcinogen	Possible NON-Carcinogen
498	N.A.	O=C(Nc1ccc(OCC)c(c1)[N+](=O)[O-])C	Training	NON-Carcinogen	Carcinogen
499	N.A.	O=[N+]([O-])c1ccc(OC)c(N)c1	Training	Carcinogen	Carcinogen
500	N.A.	O=C(N)NN=Cc1oc(cc1)[N+](=O)[O-]	Training	Carcinogen	Carcinogen
501	N.A.	O=[N+]([O-])c1oc(cc1)C(=NO)N	Training	NON-Carcinogen	Carcinogen
502	N.A.	O=C(OC(OC(=O)C)c1oc(cc1)[N+](=O)[O-])C	Training	NON-Carcinogen	Carcinogen
503	N.A.	O=[N+]([O-])c1oc(cc1)c3cnc2ccccn23	Training	Carcinogen	Carcinogen
504	N.A.	O=C1OC(=NN1)c2oc(cc2)[N+](=O)[O-]	Training	Carcinogen	Carcinogen
