Id	CAS	SMILES	Status	Experimental value	Predicted value
250	119-84-6	O=C2Oc1ccccc1CC2	Training	Carcinogen	Carcinogen
251	94-58-6	O1c2ccc(cc2(OC1))CCC	Training	Carcinogen	Carcinogen
252	695-53-4	O=C1OC(C(=O)N1)(C)C	Training	NON-Carcinogen	NON-Carcinogen
253	60-51-5	O=C(NC)CSP(OC)(OC)=S	Training	NON-Carcinogen	NON-Carcinogen
254	828-00-2	O=C(OC1OC(OC(C)C1)C)C	Test	Carcinogen	NON-Carcinogen
255	5803-51-0	O(c2ccc(OC)c(C=Cc1ccc(N)cc1)c2)C	Training	Carcinogen	Carcinogen
256	91-93-0	O=C=Nc1ccc(cc1(OC))c2ccc(N=C=O)c(OC)c2	Training	Carcinogen	Carcinogen
257	1146-71-0	O=C2Oc1cc(OC)cc(OC)c1C3=C2CCC3	Training	NON-Carcinogen	NON-Carcinogen
258	1150-37-4	O=C2Oc1cc(OC)cc(OC)c1C=3C(=O)CCC2=3	Training	NON-Carcinogen	NON-Carcinogen
259	1150-42-1	O=C2Oc1cc(OC)cc(OC)c1C3=C2C(=O)CC3	Training	NON-Carcinogen	NON-Carcinogen
260	65176-75-2	O=C1c5c(O)cc(OC)c(OC)c5(Oc3c1c(OC)cc2OC4OC=CC4(c23))	Training	Carcinogen	Carcinogen
261	13265-60-6	O=C(NCCSP(OC)(OC)=S)C	Test	NON-Carcinogen	NON-Carcinogen
262	60-11-7	N(=Nc1ccc(cc1)N(C)C)c2ccccc2	Training	Carcinogen	Carcinogen
263	3851-16-9	O=NN(C(=O)c1ccccc1(C(=O)N(N=O)C))C	Training	NON-Carcinogen	NON-Carcinogen
264	868-85-9	O=[P+](OC)OC	Training	Carcinogen	Carcinogen
265	597-25-1	O=P(OC)(OC)N1CCOCC1	Test	Carcinogen	Carcinogen
266	59-35-8	O=[N+]([O-])c1oc(cc1)c2nc(cc(n2)C)C	Test	Carcinogen	Carcinogen
267	551-92-8	O=[N+]([O-])c1cnc(n1C)C	Training	Carcinogen	NON-Carcinogen
268	120-61-6	O=C(OC)c1ccc(cc1)C(=O)OC	Training	NON-Carcinogen	NON-Carcinogen
269	127-19-5	O=C(N(C)C)C	Training	NON-Carcinogen	NON-Carcinogen
270	55738-54-0	O=[N+]([O-])c2oc(C=Cc1nnc(o1)NCN(C)C)cc2	Training	Carcinogen	Carcinogen
271	121-69-7	c1ccc(cc1)N(C)C	Training	Carcinogen	Carcinogen
272	24448-94-0	O=C1NC(=O)C(C(=O)N1)(C)C	Training	NON-Carcinogen	NON-Carcinogen
273	1643-20-5	[O-][N+](C)(C)CCCCCCCCCCCC	Training	NON-Carcinogen	Carcinogen
274	68-12-2	O=CN(C)C	Training	NON-Carcinogen	NON-Carcinogen
275	57-14-7	NN(C)C	Training	NON-Carcinogen	NON-Carcinogen
276	26049-69-4	O=[N+]([O-])c1oc(cc1)c2nc(NN(C)C)sc2	Training	Carcinogen	Carcinogen
277	4164-28-7	O=[N+]([O-])N(C)C	Training	Carcinogen	Carcinogen
278	513-37-1	C(=C(C)C)Cl	Training	Carcinogen	Carcinogen
279	29110-68-7	O=[N+]([O-])c1cc(c(OS(=O)(=O)C)c(c1)C(C)(C)C)[N+](=O)[O-]	Training	NON-Carcinogen	NON-Carcinogen
280	55557-00-1	O=NN1CCN(N=O)CCC1	Training	Carcinogen	Carcinogen
281	606-20-2	O=[N+]([O-])c1cccc(c1C)[N+](=O)[O-]	Training	Carcinogen	Carcinogen
282	123-91-1	O1CCOCC1	Training	Carcinogen	Carcinogen
283	78-34-2	O1CCOC(C1SP(OCC)(OCC)=S)SP(OCC)(OCC)=S	Training	NON-Carcinogen	NON-Carcinogen
284	13256-06-9	O=NN(CCCCC)CCCCC	Test	Carcinogen	Carcinogen
285	74-31-7	c1ccc(cc1)Nc2ccc(cc2)Nc3ccccc3	Test	NON-Carcinogen	Carcinogen
286	57-41-0	O=C1NC(=O)C(N1)(c2ccccc2)c3ccccc3	Training	NON-Carcinogen	NON-Carcinogen
287	142-46-1	NC(NNC(N)=S)=S	Training	NON-Carcinogen	NON-Carcinogen
288	79-40-3	NC(C(N)=S)=S	Test	NON-Carcinogen	Carcinogen
289	N.A.	O=C1OC(C(OCC(=O)CCCCCCCCCCCC)=C1(O))C(O)CO	Training	NON-Carcinogen	NON-Carcinogen
290	63-84-3	O=C(O)C(N)Cc1ccc(O)c(O)c1	Training	NON-Carcinogen	NON-Carcinogen
291	40762-15-0	O=C1N(c3ccc(cc3(C(=NC1(O))c2ccccc2(F)))Cl)CCO	Training	NON-Carcinogen	NON-Carcinogen
292	476-66-4	O=C1Oc3c(O)c(O)cc4C(=O)Oc2c(O)c(O)cc1c2c34	Training	NON-Carcinogen	NON-Carcinogen
293	72-20-8	O1C2C1C3CC2C4C3C5(C(=C(C4(C5(Cl)Cl)Cl)Cl)Cl)Cl	Test	NON-Carcinogen	NON-Carcinogen
294	106-89-8	O1CC1CCl	Training	Carcinogen	Carcinogen
295	106-88-7	O1CC1CC	Test	Carcinogen	Carcinogen
296	29975-16-4	n1nc2n(c1)c4ccc(cc4(C(=NC2)c3ccccc3))Cl	Training	NON-Carcinogen	NON-Carcinogen
297	22966-79-6	O=C(Oc1ccc2c(c1)CCC4C2CCC5(C)(C(OC(=O)Cc3ccc(cc3)N(CCCl)CCCl)CCC45))Cc6ccc(cc6)N(CCCl)CCCl	Training	NON-Carcinogen	NON-Carcinogen
298	57-63-6	C#CC3(O)(CCC2C4CCc1cc(O)ccc1C4(CCC23(C)))	Training	Carcinogen	Carcinogen
299	13073-35-3	O=C(O)C(N)CCSCC	Test	Carcinogen	NON-Carcinogen
300	150-69-6	O=C(N)Nc1ccc(OCC)cc1	Training	Carcinogen	NON-Carcinogen
301	91-53-2	O(c1ccc2NC(C=C(c2(c1))C)(C)C)CC	Training	NON-Carcinogen	NON-Carcinogen
302	140-88-5	O=C(OCC)C=C	Training	Carcinogen	Carcinogen
303	64-17-5	OCC	Test	Carcinogen	Carcinogen
304	16301-26-1	[O-][N+](=NCC)CC	Test	Carcinogen	Carcinogen
305	57497-29-7	[O-][N+](=NC)CC	Training	Carcinogen	Carcinogen
306	2629-59-6	O=C(O)C(N)CSCC	Training	NON-Carcinogen	NON-Carcinogen
307	72-56-0	c1cc(ccc1CC)C(c2ccc(cc2)CC)C(Cl)Cl	Training	NON-Carcinogen	NON-Carcinogen
308	77-83-8	O=C(OCC)C2OC2(c1ccccc1)(C)	Training	NON-Carcinogen	NON-Carcinogen
309	86404-04-8	O=C1OC(C(OCC)=C1(O))C(O)CO	Test	NON-Carcinogen	NON-Carcinogen
310	100-41-4	c1ccc(cc1)CC	Training	Carcinogen	Carcinogen
311	75-21-8	O1CC1	Training	Carcinogen	Carcinogen
312	96-45-7	N1C(NCC1)=S	Training	Carcinogen	Carcinogen
313	106-87-6	O1CC1C2CCC3OC3(C2)	Training	NON-Carcinogen	Carcinogen
314	104-76-7	OCC(CC)CCCC	Training	NON-Carcinogen	Carcinogen
315	103-23-1	O=C(OCC(CC)CCCC)CCCCC(=O)OCC(CC)CCCC	Training	NON-Carcinogen	NON-Carcinogen
316	117-81-7	O=C(OCC(CC)CCCC)c1ccccc1(C(=O)OCC(CC)CCCC)	Training	Carcinogen	Carcinogen
317	96724-44-6	O=NN(C(=O)NCCO)CC	Training	Carcinogen	Carcinogen
318	110559-84-7	O=NN(C(=O)NCC(=O)C)CC	Training	Carcinogen	Carcinogen
319	38434-77-4	N#CN(N=O)CC	Training	Carcinogen	Carcinogen
320	90-49-3	O=C(N)NC(=O)C(c1ccccc1)CC	Training	NON-Carcinogen	NON-Carcinogen
321	297-76-7	O=C(OC4C=C3CCC2C(CCC1(C)(C2(CCC1(C#C)(OC(=O)C))))C3CC4)C	Training	NON-Carcinogen	NON-Carcinogen
322	41340-25-4	O=C(O)CC2(OCCc1c3cccc(c3([nH]c12))CC)CC	Training	NON-Carcinogen	NON-Carcinogen
323	97-53-0	Oc1ccc(cc1(OC))CC=C	Test	NON-Carcinogen	NON-Carcinogen
324	55-38-9	O(c1ccc(c(c1)C)SC)P(OC)(OC)=S	Training	NON-Carcinogen	NON-Carcinogen
325	51630-58-1	N#CC(OC(=O)C(c1ccc(cc1)Cl)C(C)C)c3cccc(Oc2ccccc2)c3	Training	NON-Carcinogen	NON-Carcinogen
326	86386-73-4	Fc1ccc(c(F)c1)C(O)(Cn2ncnc2)Cn3ncnc3	Training	Carcinogen	Carcinogen
327	2164-17-2	O=C(Nc1cccc(c1)C(F)(F)F)N(C)C	Training	NON-Carcinogen	NON-Carcinogen
328	363-17-7	O=C(Nc2ccc3c1ccccc1Cc3(c2))C(F)(F)F	Training	Carcinogen	Carcinogen
329	398-32-3	O=C(Nc1ccc(cc1)c2ccc(F)cc2)C	Training	Carcinogen	Carcinogen
330	69112-98-7	O=NN(C(=O)N)CCF	Training	Carcinogen	Carcinogen
331	51-21-8	O=C1NC=C(F)C(=O)N1	Test	NON-Carcinogen	NON-Carcinogen
332	93957-54-1	O=C(O)CC(O)CC(O)C=Cc3c(c1ccc(F)cc1)c2ccccc2n3C(C)C	Training	Carcinogen	Carcinogen
333	50-00-0	O=C	Test	Carcinogen	Carcinogen
334	31873-81-1	O=CNNc1nc(cs1)c2occc2	Training	NON-Carcinogen	NON-Carcinogen
335	32852-21-4	O=CNNc1nc(cs1)C	Test	Carcinogen	NON-Carcinogen
336	3570-75-0	O=CNNc1nc(cs1)c2oc(cc2)[N+](=O)[O-]	Training	Carcinogen	Carcinogen
337	2302-84-3	O=CNNC(N)=S	Training	NON-Carcinogen	NON-Carcinogen
338	116355-83-0	O=C(O)CC(C(=O)O)CC(=O)OC(CC(C)CCC)C(OC(=O)CC(C(=O)O)CC(=O)O)CC(C)CC(O)CCCCC(O)CC(O)C(N)C	Training	Carcinogen	Carcinogen
339	2411-74-7	O=C(N)NN=Cc1occc1	Test	NON-Carcinogen	NON-Carcinogen
340	110-00-9	o1cccc1	Training	Carcinogen	Carcinogen
341	98-01-1	O=Cc1occc1	Test	Carcinogen	NON-Carcinogen
342	54-31-9	O=C(O)c2cc(c(cc2(NCc1occc1))Cl)S(=O)(=O)N	Test	NON-Carcinogen	NON-Carcinogen
343	23255-69-8	O=C(OC2C(O)C4OC1C=C(C(=O)C(O)C1(CO)C2(C)C34(OC3))C)C	Training	NON-Carcinogen	NON-Carcinogen
344	149-91-7	O=C(O)c1cc(O)c(O)c(O)c1	Training	NON-Carcinogen	NON-Carcinogen
345	35449-36-6	OCC(C)(C)CCCCCCC(C)(C)CO	Training	NON-Carcinogen	NON-Carcinogen
346	25812-30-0	O=C(O)C(C)(C)CCCOc1cc(ccc1C)C	Training	NON-Carcinogen	NON-Carcinogen
347	67730-11-4	n1c(N)ccc2nc3c(cccn3(c12))C	Training	Carcinogen	Carcinogen
348	67730-10-3	n2c(N)ccc3nc1ccccn1c23	Test	Carcinogen	NON-Carcinogen
349	96-24-2	OCC(O)CCl	Test	NON-Carcinogen	Carcinogen
350	765-34-4	O=CC1OC1	Training	NON-Carcinogen	Carcinogen
351	556-52-5	OCC1OC1	Training	Carcinogen	Carcinogen
352	56-40-6	O=C(O)CN	Training	Carcinogen	Carcinogen
353	471-53-4	O=C(O)C4(C)(CCC5(C)(CCC2(C(=CC(=O)C1C3(C)(CCC(O)C(C)(C)C3(CCC12(C))))C5(C4))(C)))	Training	NON-Carcinogen	NON-Carcinogen
354	517-28-2	Oc4ccc2c(OCC3(O)(Cc1cc(O)c(O)cc1C23))c4(O)	Training	Carcinogen	Carcinogen
355	76-44-8	C1=CC(C2C1C3(C(=C(C2(C3(Cl)Cl)Cl)Cl)Cl)Cl)Cl	Training	NON-Carcinogen	NON-Carcinogen
356	1121-92-2	N1CCCCCCC1	Training	NON-Carcinogen	NON-Carcinogen
357	111-68-2	NCCCCCCC	Test	NON-Carcinogen	Carcinogen
358	118-74-1	c1(c(c(c(c(c1Cl)Cl)Cl)Cl)Cl)Cl	Training	Carcinogen	Carcinogen
359	87-68-3	C(C(=C(Cl)Cl)Cl)(=C(Cl)Cl)Cl	Training	Carcinogen	Carcinogen
360	319-84-6	C1(C(C(C(C(C1Cl)Cl)Cl)Cl)Cl)Cl	Training	Carcinogen	NON-Carcinogen
361	77-47-4	C=1(C(=C(C(C=1Cl)(Cl)Cl)Cl)Cl)Cl	Training	NON-Carcinogen	Carcinogen
362	67-72-1	C(C(Cl)(Cl)Cl)(Cl)(Cl)Cl	Training	Carcinogen	Carcinogen
363	70-30-4	Oc1c(cc(c(c1Cc2c(O)c(cc(c2Cl)Cl)Cl)Cl)Cl)Cl	Training	NON-Carcinogen	NON-Carcinogen
364	100-97-0	N12(CN3CN(C1)CN(C2)C3)	Training	NON-Carcinogen	NON-Carcinogen
365	531-18-0	OCN(c1nc(nc(n1)N(CO)CO)N(CO)CO)CO	Training	Carcinogen	Carcinogen
366	680-31-9	O=P(N(C)C)(N(C)C)N(C)C	Training	Carcinogen	Carcinogen
367	628-02-4	O=C(N)CCCCC	Training	NON-Carcinogen	NON-Carcinogen
368	148081-72-5	Oc1c(cc(OCCCCCC)c(c1C)C)C	Training	NON-Carcinogen	NON-Carcinogen
369	18774-85-1	O=NN(C(=O)N)CCCCCC	Training	Carcinogen	Carcinogen
370	136-77-6	Oc1ccc(c(O)c1)CCCCCC	Training	NON-Carcinogen	NON-Carcinogen
371	26049-71-8	n1c(csc1NN)c2ccc(N)cc2	Test	Carcinogen	NON-Carcinogen
372	26049-68-3	O=[N+]([O-])c1oc(cc1)c2nc(NN)sc2	Test	Carcinogen	Carcinogen
373	26049-70-7	O=[N+]([O-])c1ccc(cc1)c2nc(NN)sc2	Training	Carcinogen	NON-Carcinogen
374	34176-52-8	n1c(csc1NN)c2ccccc2	Training	NON-Carcinogen	NON-Carcinogen
375	122-66-7	c1ccc(cc1)NNc2ccccc2	Training	Carcinogen	NON-Carcinogen
376	306-83-2	FC(F)(F)C(Cl)Cl	Training	Carcinogen	Carcinogen
377	58-93-5	O=S(=O)(N)c1cc2c(cc1Cl)NCNS2(=O)(=O)	Training	NON-Carcinogen	NON-Carcinogen
378	50-23-7	O=C3C=C2CCC1C4CCC(O)(C(=O)CO)C4(C)(CC(O)C1C2(C)CC3)	Training	NON-Carcinogen	NON-Carcinogen
379	4463-22-3	O=C(N(O)c1ccc(cc1)c2ccccc2)C	Training	NON-Carcinogen	NON-Carcinogen
380	53-95-2	O=C(N(O)c2ccc3c1ccccc1Cc3(c2))C	Training	Carcinogen	Carcinogen
381	4363-03-5	Oc1cc(ccc1(N))c2ccccc2	Training	NON-Carcinogen	Carcinogen
382	129-43-1	O=C1c3ccccc3(C(=O)c2c(O)cccc12)	Training	Carcinogen	Carcinogen
383	5036-03-3	O=C2N(N=Cc1oc(cc1)[N+](=O)[O-])CCN2CCO	Training	Carcinogen	Carcinogen
384	96724-45-7	O=NN(C(=O)NCC)CCO	Training	Carcinogen	Carcinogen
385	13743-07-2	O=NN(C(=O)N)CCO	Test	Carcinogen	Carcinogen
386	33389-36-5	O=[N+]([O-])c3ccc(c2nc1ccccc1c(n2)NCCO)s3	Training	Carcinogen	Carcinogen
387	71752-70-0	O=NN(C(=O)N)CCCO	Training	Carcinogen	Carcinogen
388	148-24-3	Oc1cccc2cccnc12	Test	NON-Carcinogen	Carcinogen
389	5208-87-7	OC(C=C)c1ccc2OCOc2(c1)	Training	Carcinogen	Carcinogen
390	15687-27-1	O=C(O)C(c1ccc(cc1)CC(C)C)C	Training	NON-Carcinogen	NON-Carcinogen
391	21416-87-5	O=C1NC(=O)CN(C1)CC(N2CC(=O)NC(=O)C2)C	Training	Carcinogen	Carcinogen
392	84545-30-2	O=C(N)CCCCn1nc(cc1)NC(=NCC(F)(F)F)N	Training	Carcinogen	Carcinogen
393	100643-96-7	O=C3NN=C(c1ccc2NC(=O)C(c2(c1))(C)C)CC3	Training	Carcinogen	Carcinogen
394	53-86-1	O=C(O)Cc3c1cc(OC)ccc1n(C(=O)c2ccc(cc2)Cl)c3C	Training	Carcinogen	Carcinogen
395	144-48-9	O=C(N)CI	Training	NON-Carcinogen	NON-Carcinogen
396	75-47-8	C(I)(I)I	Training	NON-Carcinogen	NON-Carcinogen
397	76180-96-6	n1cccc3c1ccc2c3(nc(N)n2C)	Test	Carcinogen	Carcinogen
398	15503-86-3	O=C1OC2CC[N+]3([O-])(CC=C(COC(=O)C(O)(CO)C(C)CC1(=CC))C23)	Training	Carcinogen	Carcinogen
399	115-11-7	C=C(C)C	Test	Carcinogen	Carcinogen
400	542-56-3	O=NOCC(C)C	Training	Carcinogen	NON-Carcinogen
401	5461-85-8	O=NN(C(=N[N+](=O)[O-])N)CC(C)C	Training	NON-Carcinogen	NON-Carcinogen
402	86315-52-8	O=S(c3ccc(c1nc2ccncc2([nH]1))c(OC)c3)C	Training	Carcinogen	Carcinogen
403	54-85-3	O=C(NN)c1ccncc1	Training	Carcinogen	NON-Carcinogen
404	78-59-1	O=C1C=C(C)CC(C)(C)C1	Training	Carcinogen	Carcinogen
405	3778-73-2	O=P1(OCCCN1(CCCl))(NCCCl)	Training	Carcinogen	Carcinogen
406	67-63-0	OC(C)C	Training	NON-Carcinogen	NON-Carcinogen
407	101-21-3	O=C(OC(C)C)Nc1cccc(c1)Cl	Training	NON-Carcinogen	NON-Carcinogen
408	520-18-3	O=C1C(O)=C(Oc2cc(O)cc(O)c12)c3ccc(O)cc3	Training	NON-Carcinogen	NON-Carcinogen
409	143-50-0	O=C1C2(C3(C4(C1(C5(C2(C3(C(C45Cl)(Cl)Cl)Cl)Cl)Cl)Cl)Cl)Cl)Cl	Training	Carcinogen	Carcinogen
410	22071-15-4	O=C(O)C(c1cccc(c1)C(=O)c2ccccc2)C	Training	NON-Carcinogen	NON-Carcinogen
411	303-34-4	O=C(OC2CCN1CC=C(COC(=O)C(O)(C(OC)C)C(O)(C)C)C12)C(=CC)C	Training	Carcinogen	Carcinogen
412	5989-27-5	C=C(C)C1CC=C(C)CC1	Training	Carcinogen	NON-Carcinogen
413	434-13-9	O=C(O)CCC(C)C2CCC3C4CCC1CC(O)CCC1(C)C4(CCC23(C))	Training	NON-Carcinogen	NON-Carcinogen
414	50264-69-2	O=C(O)c1nn(c2ccccc12)Cc3ccc(cc3Cl)Cl	Training	NON-Carcinogen	NON-Carcinogen
415	70374-39-9	O=C2C(=C(O)Nc1ncccc1)N(C)S(=O)(=O)c3cc(Cl)sc23	Test	NON-Carcinogen	NON-Carcinogen
416	75330-75-5	O=C3OC(CCC2C(C=CC1=CC(C)CC(OC(=O)C(C)CC)C12)C)CC(O)C3	Test	NON-Carcinogen	NON-Carcinogen
417	76956-02-0	OCc3nc(NCCCOc1cccc(c1)CN2CCCCC2)n(n3)C	Training	Carcinogen	NON-Carcinogen
418	1634-78-2	O=C(OCC)CC(C(=O)OCC)SP(=O)(OC)OC	Training	NON-Carcinogen	NON-Carcinogen
419	121-75-5	O=C(OCC)CC(C(=O)OCC)SP(OC)(OC)=S	Test	NON-Carcinogen	NON-Carcinogen
420	123-33-1	O=C1C=CC(=O)NN1	Training	NON-Carcinogen	NON-Carcinogen
421	69-65-8	OCC(O)C(O)C(O)C(O)CO	Training	NON-Carcinogen	NON-Carcinogen
422	576-68-1	OC(CNCCCl)C(O)C(O)C(O)CNCCCl	Training	NON-Carcinogen	NON-Carcinogen
423	77500-04-0	n1cc(nc3c1ccc2c3(nc(N)n2C))C	Training	Carcinogen	Carcinogen
424	108-78-1	n1c(nc(nc1N)N)N	Training	Carcinogen	Carcinogen
425	71125-38-7	O=C2c1ccccc1S(=O)(=O)N(C2=C(O)Nc3ncc(C)s3)C	Test	NON-Carcinogen	NON-Carcinogen
426	148-82-3	O=C(O)C(N)Cc1ccc(cc1)N(CCCl)CCCl	Training	Carcinogen	Carcinogen
427	89-78-1	OC1CC(C)CCC1(C(C)C)	Training	NON-Carcinogen	Carcinogen
428	67-98-1	OC(c1ccccc1)(c2ccc(OCCN(CC)CC)cc2)Cc3ccc(OC)cc3	Training	NON-Carcinogen	NON-Carcinogen
429	149-30-4	c1ccc2c(c1)NC(=S)S2	Training	Carcinogen	Carcinogen
430	50-44-2	n1c[nH]c2c1NC=NC2=S	Training	NON-Carcinogen	NON-Carcinogen
431	57-39-6	O=P(N1CC1C)(N2CC2C)N3CC3C	Training	Carcinogen	NON-Carcinogen
432	531-06-6	n1ccccc1N(Cc2occc2)CCN(C)C	Test	NON-Carcinogen	NON-Carcinogen
433	493-78-7	c1ccc(cc1)N(Cc2cccs2)CCN(C)C	Training	NON-Carcinogen	NON-Carcinogen
434	60-56-0	C1=CN(C(N1)=S)C	Training	Carcinogen	Carcinogen
435	59-51-8	O=C(O)C(N)CCSC	Training	NON-Carcinogen	NON-Carcinogen
436	59-05-2	O=C(O)CCC(NC(=O)c1ccc(cc1)N(C)Cc2nc3c(nc2)nc(nc3(N))N)C(=O)O	Test	NON-Carcinogen	NON-Carcinogen
437	5834-17-3	o2c1ccccc1c3cc(OC)c(N)cc23	Test	Carcinogen	Carcinogen
438	934-00-9	Oc1cccc(OC)c1(O)	Training	Carcinogen	Carcinogen
439	72-43-5	O(c1ccc(cc1)C(c2ccc(OC)cc2)C(Cl)(Cl)Cl)C	Test	NON-Carcinogen	NON-Carcinogen
440	150-76-5	Oc1ccc(OC)cc1	Training	Carcinogen	Carcinogen
441	298-81-7	O=C1Oc2c(OC)c3occc3(cc2(C=C1))	Training	Carcinogen	Carcinogen
442	57497-34-4	[O-][N+](=NCC)C	Training	Carcinogen	Carcinogen
443	74-83-9	CBr	Training	NON-Carcinogen	Carcinogen
444	1634-04-4	O(C)C(C)(C)C	Training	Carcinogen	Carcinogen
445	598-55-0	O=C(OC)N	Training	Carcinogen	Carcinogen
446	6294-89-9	O=C(OC)NN	Training	NON-Carcinogen	NON-Carcinogen
447	21340-68-1	O=C(OC)C(Oc1ccc(cc1)c2ccc(cc2)Cl)(C)C	Training	Carcinogen	Carcinogen
448	55-80-1	N(=Nc1cccc(c1)C)c2ccc(cc2)N(C)C	Training	Carcinogen	Carcinogen
449	99-80-9	O=Nc1ccc(cc1)N(N=O)C	Training	Carcinogen	Carcinogen
450	27323-65-5	O=C(OC)CCCCCCCC=CC=CC(OO)CCCCC	Training	NON-Carcinogen	NON-Carcinogen
451	112-63-0	O=C(OC)CCCCCCCC=CCC=CCCCCC	Test	NON-Carcinogen	NON-Carcinogen
452	80-62-6	O=C(OC)C(=C)C	Training	NON-Carcinogen	Carcinogen
453	70-25-7	O=NN(C(=N[N+](=O)[O-])N)C	Training	Carcinogen	Carcinogen
454	129-15-7	O=C2c3ccccc3(C(=O)c1c2(ccc(c1[N+](=O)[O-])C))	Training	Carcinogen	Carcinogen
455	21638-36-8	O=C2NC(C)CN2(N=Cc1oc(cc1)[N+](=O)[O-])	Training	Carcinogen	Carcinogen
456	63412-06-6	O=NN(C(=O)c1ccccc1)C	Training	Carcinogen	Carcinogen
457	63642-17-1	O=NN(C(=O)NCCCC(N)C(=O)O)C	Training	Carcinogen	Carcinogen
458	14026-03-0	O=NN1CCCCC1C	Training	Carcinogen	Carcinogen
459	298-00-0	O=[N+]([O-])c1ccc(OP(OC)(OC)=S)cc1	Training	NON-Carcinogen	NON-Carcinogen
460	872-50-4	O=C1N(C)CCC1	Training	NON-Carcinogen	NON-Carcinogen
461	98-85-1	OC(c1ccccc1)C	Training	Carcinogen	Carcinogen
462	452-86-8	Oc1ccc(cc1(O))C	Training	Carcinogen	Carcinogen
463	56-49-5	c1ccc5c(c1)ccc3c5(cc2ccc(c4c2c3CC4)C)	Training	Carcinogen	Carcinogen
464	101-14-4	Nc1ccc(cc1Cl)Cc2ccc(N)c(c2)Cl	Training	Carcinogen	Carcinogen
465	838-88-0	Nc1ccc(cc1C)Cc2ccc(N)c(c2)C	Training	Carcinogen	Carcinogen
466	75-09-2	C(Cl)Cl	Test	Carcinogen	NON-Carcinogen
467	101-61-1	c1cc(ccc1N(C)C)Cc2ccc(cc2)N(C)C	Test	Carcinogen	Carcinogen
468	119-47-1	Oc1c(cc(cc1C(C)(C)C)C)Cc2cc(cc(c2(O))C(C)(C)C)C	Training	NON-Carcinogen	NON-Carcinogen
469	471-29-4	N(=C(N)N)C	Test	NON-Carcinogen	NON-Carcinogen
470	578-76-7	O=C1N=C(N)Nc2ncn(c12)C	Test	NON-Carcinogen	NON-Carcinogen
471	95-71-6	Oc1ccc(O)c(c1)C	Test	NON-Carcinogen	Carcinogen
472	598-57-2	O=[N+]([O-])CN	Training	Carcinogen	Carcinogen
473	76014-81-8	O=NN(C)CCCC(O)c1cnccc1	Training	Carcinogen	Carcinogen
474	64091-91-4	O=NN(C)CCCC(=O)c1cnccc1	Training	Carcinogen	Carcinogen
475	33868-17-6	N#CN(N=O)C	Training	Carcinogen	Carcinogen
476	924-42-5	O=C(C=C)NCO	Training	NON-Carcinogen	NON-Carcinogen
477	91-62-3	n1cccc2cc(ccc12)C	Training	NON-Carcinogen	NON-Carcinogen
478	611-32-5	n1cccc2cccc(c12)C	Training	NON-Carcinogen	Carcinogen
479	5800-19-1	N=2c1ccccc1Sc4ccc(cc4(C=2N3CCN(C)CC3))C	Training	NON-Carcinogen	Carcinogen
480	443-48-1	O=[N+]([O-])c1cnc(n1CCO)C	Test	Carcinogen	NON-Carcinogen
481	315-18-4	O=C(Oc1cc(c(c(c1)C)N(C)C)C)NC	Training	NON-Carcinogen	NON-Carcinogen
482	90-94-8	O=C(c1ccc(cc1)N(C)C)c2ccc(cc2)N(C)C	Training	Carcinogen	Carcinogen
483	2385-85-5	C13(C4(C2(C5(C(C1(C2(Cl)Cl)Cl)(C3(C(C45Cl)(Cl)Cl)Cl)Cl)Cl)Cl)Cl)Cl	Test	Carcinogen	Carcinogen
484	39801-14-4	C13(C4(C2(C5(C(C1(C2(Cl)Cl)Cl)(C3(C(C45Cl)(Cl)Cl)Cl)Cl)Cl)Cl)Cl)	Training	Carcinogen	Carcinogen
485	59122-46-2	O=C(OC)CCCCCCC1C(=O)CC(O)C1(C=CCC(O)(C)CCCC)	Training	NON-Carcinogen	NON-Carcinogen
486	50-07-7	O=C(OCC4C=1C(=O)C(N)=C(C(=O)C=1N3CC2NC2C34(OC))C)N	Training	Carcinogen	NON-Carcinogen
487	79-11-8	O=C(O)CCl	Training	NON-Carcinogen	NON-Carcinogen
488	315-22-0	O=C1OC3CCN2CC=C(COC(=O)C(O)(C)C(O)(C)C1C)C23	Test	Carcinogen	Carcinogen
489	58139-48-3	O=[N+]([O-])c4ccc(c2nc1ccccc1c(n2)N3CCOCC3)s4	Test	Carcinogen	Carcinogen
490	55-98-1	O=S(=O)(OCCCCOS(=O)(=O)C)C	Training	NON-Carcinogen	NON-Carcinogen
491	3771-19-5	O=C(O)C(Oc1ccc(cc1)C3c2ccccc2CCC3)(C)C	Training	Carcinogen	Carcinogen
492	389-08-2	O=C(O)C1=CN(c2nc(ccc2(C1(=O)))C)CC	Training	Carcinogen	Carcinogen
493	2243-62-1	Nc1cccc2c(N)cccc12	Training	Carcinogen	Carcinogen
494	91-59-8	Nc1ccc2ccccc2(c1)	Training	Carcinogen	NON-Carcinogen
495	77191-36-7	O=C(Nc1c(cccc1C)C)CN2C(=O)CCC2	Training	NON-Carcinogen	NON-Carcinogen
496	54-11-5	n1cccc(c1)C2N(C)CCC2	Training	NON-Carcinogen	NON-Carcinogen
497	139-94-6	O=C(Nc1ncc([N+](=O)[O-])s1)NCC	Training	Carcinogen	Carcinogen
498	139-13-9	O=C(O)CN(CC(=O)O)CC(=O)O	Training	Carcinogen	Carcinogen
499	1777-84-0	O=C(Nc1ccc(OCC)c(c1)[N+](=O)[O-])C	Training	NON-Carcinogen	NON-Carcinogen
