Id	CAS	SMILES	Status	Experimental value	Predicted value
200	109-76-2	NCCCN	Training	NON-Toxic (more than 100 mg/l)	NON-Toxic (more than 100 mg/l)
201	109-77-3	N#CCC#N	Training	Toxic-1 (less than 1 mg/l)	Toxic-1 (less than 1 mg/l)
202	109-85-3	O(C)CCN	Training	NON-Toxic (more than 100 mg/l)	NON-Toxic (more than 100 mg/l)
203	109-89-7	N(CC)CC	Training	NON-Toxic (more than 100 mg/l)	NON-Toxic (more than 100 mg/l)
204	109-97-7	c1cc[nH]c1	Training	NON-Toxic (more than 100 mg/l)	NON-Toxic (more than 100 mg/l)
205	109-99-9	O1CCCC1	Training	NON-Toxic (more than 100 mg/l)	NON-Toxic (more than 100 mg/l)
206	110-00-9	o1cccc1	Training	Toxic-3 (between 10 and 100 mg/l)	Toxic-3 (between 10 and 100 mg/l)
207	110-06-5	CC(C)(C)SSC(C)(C)C	Training	Toxic-2 (between 1 and 10 mg/l)	Toxic-2 (between 1 and 10 mg/l)
208	110-12-3	O=C(C)CCC(C)C	Training	NON-Toxic (more than 100 mg/l)	NON-Toxic (more than 100 mg/l)
209	110-40-7	O=C(OCC)CCCCCCCCC(=O)OCC	Training	Toxic-2 (between 1 and 10 mg/l)	Toxic-2 (between 1 and 10 mg/l)
210	110-43-0	O=C(C)CCCCC	Training	NON-Toxic (more than 100 mg/l)	NON-Toxic (more than 100 mg/l)
211	110-54-3	CCCCCC	Training	Toxic-2 (between 1 and 10 mg/l)	NON-Toxic (more than 100 mg/l)
212	110-56-5	C(CCCl)CCl	Training	Toxic-3 (between 10 and 100 mg/l)	Toxic-3 (between 10 and 100 mg/l)
213	110-58-7	NCCCCC	Training	NON-Toxic (more than 100 mg/l)	NON-Toxic (more than 100 mg/l)
214	110-62-3	O=CCCCC	Training	Toxic-3 (between 10 and 100 mg/l)	Toxic-3 (between 10 and 100 mg/l)
215	110-65-6	OCC#CCO	Training	Toxic-3 (between 10 and 100 mg/l)	Toxic-3 (between 10 and 100 mg/l)
216	110-73-6	OCCNCC	Training	NON-Toxic (more than 100 mg/l)	NON-Toxic (more than 100 mg/l)
217	110-82-7	C1CCCCC1	Training	Toxic-2 (between 1 and 10 mg/l)	NON-Toxic (more than 100 mg/l)
218	110-86-1	n1ccccc1	Training	NON-Toxic (more than 100 mg/l)	NON-Toxic (more than 100 mg/l)
219	110-88-3	O1COCOC1	Training	NON-Toxic (more than 100 mg/l)	NON-Toxic (more than 100 mg/l)
220	110-93-0	O=C(C)CCC=C(C)C	Training	Toxic-3 (between 10 and 100 mg/l)	Toxic-3 (between 10 and 100 mg/l)
221	111-13-7	O=C(C)CCCCCC	Training	Toxic-3 (between 10 and 100 mg/l)	Toxic-3 (between 10 and 100 mg/l)
222	111-15-9	O=C(OCCOCC)C	Training	Toxic-3 (between 10 and 100 mg/l)	NON-Toxic (more than 100 mg/l)
223	111-25-1	CCCCCCBr	Training	Toxic-2 (between 1 and 10 mg/l)	NON-Toxic (more than 100 mg/l)
224	111-26-2	NCCCCCC	Training	Toxic-3 (between 10 and 100 mg/l)	Toxic-3 (between 10 and 100 mg/l)
225	111-27-3	OCCCCCC	Training	Toxic-3 (between 10 and 100 mg/l)	NON-Toxic (more than 100 mg/l)
226	111-42-2	OCCNCCO	Training	NON-Toxic (more than 100 mg/l)	NON-Toxic (more than 100 mg/l)
227	111-46-6	OCCOCCO	Training	NON-Toxic (more than 100 mg/l)	NON-Toxic (more than 100 mg/l)
228	111-47-7	CCCSCCC	Training	Toxic-3 (between 10 and 100 mg/l)	Toxic-2 (between 1 and 10 mg/l)
229	111-68-2	NCCCCCCC	Training	Toxic-3 (between 10 and 100 mg/l)	Toxic-2 (between 1 and 10 mg/l)
230	111-69-3	N#CCCCCC#N	Training	NON-Toxic (more than 100 mg/l)	NON-Toxic (more than 100 mg/l)
231	111-70-6	OCCCCCCC	Training	Toxic-3 (between 10 and 100 mg/l)	Toxic-2 (between 1 and 10 mg/l)
232	111-83-1	CCCCCCCCBr	Training	Toxic-1 (less than 1 mg/l)	Toxic-2 (between 1 and 10 mg/l)
233	111-86-4	NCCCCCCCC	Training	Toxic-2 (between 1 and 10 mg/l)	Toxic-2 (between 1 and 10 mg/l)
234	111-87-5	OCCCCCCCC	Training	Toxic-3 (between 10 and 100 mg/l)	Toxic-2 (between 1 and 10 mg/l)
235	111-90-0	OCCOCCOCC	Training	NON-Toxic (more than 100 mg/l)	NON-Toxic (more than 100 mg/l)
236	112-05-0	O=C(O)CCCCCCCC	Training	NON-Toxic (more than 100 mg/l)	Toxic-2 (between 1 and 10 mg/l)
237	112-12-9	O=C(C)CCCCCCCCC	Training	Toxic-2 (between 1 and 10 mg/l)	Toxic-2 (between 1 and 10 mg/l)
238	112-20-9	NCCCCCCCCC	Training	Toxic-2 (between 1 and 10 mg/l)	Toxic-2 (between 1 and 10 mg/l)
239	112-27-6	OCCOCCOCCO	Training	NON-Toxic (more than 100 mg/l)	NON-Toxic (more than 100 mg/l)
240	112-30-1	OCCCCCCCCCC	Training	Toxic-2 (between 1 and 10 mg/l)	Toxic-2 (between 1 and 10 mg/l)
241	114-26-1	O=C(Oc1ccccc1(OC(C)C))NC	Training	Toxic-2 (between 1 and 10 mg/l)	Toxic-2 (between 1 and 10 mg/l)
242	115-19-5	C#CC(O)(C)C	Training	NON-Toxic (more than 100 mg/l)	NON-Toxic (more than 100 mg/l)
243	115-20-8	OCC(Cl)(Cl)Cl	Training	NON-Toxic (more than 100 mg/l)	NON-Toxic (more than 100 mg/l)
244	115-32-2	OC(c1ccc(cc1)Cl)(c2ccc(cc2)Cl)C(Cl)(Cl)Cl	Training	Toxic-1 (less than 1 mg/l)	Toxic-3 (between 10 and 100 mg/l)
245	115-86-6	O=P(Oc1ccccc1)(Oc2ccccc2)Oc3ccccc3	Training	Toxic-1 (less than 1 mg/l)	Toxic-3 (between 10 and 100 mg/l)
246	115-90-2	O=S(c1ccc(OP(OCC)(OCC)=S)cc1)C	Training	Toxic-3 (between 10 and 100 mg/l)	Toxic-2 (between 1 and 10 mg/l)
247	116-06-3	O=C(ON=CC(C)(C)SC)NC	Training	Toxic-1 (less than 1 mg/l)	Toxic-2 (between 1 and 10 mg/l)
248	118-55-8	O=C(Oc1ccccc1)c2ccccc2(O)	Training	Toxic-2 (between 1 and 10 mg/l)	Toxic-2 (between 1 and 10 mg/l)
249	118-61-6	O=C(OCC)c1ccccc1(O)	Training	Toxic-3 (between 10 and 100 mg/l)	Toxic-3 (between 10 and 100 mg/l)
250	118-79-6	Oc1c(cc(cc1Br)Br)Br	Training	Toxic-2 (between 1 and 10 mg/l)	Toxic-2 (between 1 and 10 mg/l)
251	119-34-6	O=[N+]([O-])c1cc(N)ccc1(O)	Training	Toxic-3 (between 10 and 100 mg/l)	Toxic-3 (between 10 and 100 mg/l)
252	119-61-9	O=C(c1ccccc1)c2ccccc2	Training	Toxic-3 (between 10 and 100 mg/l)	Toxic-3 (between 10 and 100 mg/l)
253	120-07-0	OCCN(c1ccccc1)CCO	Training	NON-Toxic (more than 100 mg/l)	Toxic-3 (between 10 and 100 mg/l)
254	120-21-8	O=Cc1ccc(cc1)N(CC)CC	Training	Toxic-3 (between 10 and 100 mg/l)	Toxic-3 (between 10 and 100 mg/l)
255	120-80-9	Oc1ccccc1(O)	Training	Toxic-2 (between 1 and 10 mg/l)	Toxic-3 (between 10 and 100 mg/l)
256	120-82-1	c1cc(c(cc1Cl)Cl)Cl	Training	Toxic-2 (between 1 and 10 mg/l)	Toxic-2 (between 1 and 10 mg/l)
257	120-83-2	Oc1ccc(cc1Cl)Cl	Training	Toxic-2 (between 1 and 10 mg/l)	Toxic-2 (between 1 and 10 mg/l)
258	121-14-2	O=[N+]([O-])c1ccc(c(c1)[N+](=O)[O-])C	Training	Toxic-3 (between 10 and 100 mg/l)	Toxic-3 (between 10 and 100 mg/l)
259	121-32-4	O=Cc1ccc(O)c(OCC)c1	Training	Toxic-3 (between 10 and 100 mg/l)	Toxic-3 (between 10 and 100 mg/l)
260	121-33-5	O=Cc1ccc(O)c(OC)c1	Training	Toxic-3 (between 10 and 100 mg/l)	Toxic-3 (between 10 and 100 mg/l)
261	121-69-7	c1ccc(cc1)N(C)C	Training	Toxic-3 (between 10 and 100 mg/l)	Toxic-3 (between 10 and 100 mg/l)
262	121-73-3	O=[N+]([O-])c1cccc(c1)Cl	Training	Toxic-3 (between 10 and 100 mg/l)	Toxic-3 (between 10 and 100 mg/l)
263	121-75-5	O=C(OCC)CC(C(=O)OCC)SP(OC)(OC)=S	Training	Toxic-3 (between 10 and 100 mg/l)	Toxic-2 (between 1 and 10 mg/l)
264	121-87-9	O=[N+]([O-])c1ccc(N)c(c1)Cl	Training	Toxic-3 (between 10 and 100 mg/l)	Toxic-3 (between 10 and 100 mg/l)
265	122-03-2	O=Cc1ccc(cc1)C(C)C	Training	Toxic-2 (between 1 and 10 mg/l)	Toxic-2 (between 1 and 10 mg/l)
266	122-39-4	c1ccc(cc1)Nc2ccccc2	Training	Toxic-2 (between 1 and 10 mg/l)	Toxic-3 (between 10 and 100 mg/l)
267	122-99-6	OCCOc1ccccc1	Training	NON-Toxic (more than 100 mg/l)	Toxic-3 (between 10 and 100 mg/l)
268	123-07-9	Oc1ccc(cc1)CC	Training	Toxic-3 (between 10 and 100 mg/l)	Toxic-3 (between 10 and 100 mg/l)
269	123-15-9	O=CC(C)CCC	Training	Toxic-3 (between 10 and 100 mg/l)	NON-Toxic (more than 100 mg/l)
270	123-54-6	O=C(C)CC(=O)C	Training	NON-Toxic (more than 100 mg/l)	NON-Toxic (more than 100 mg/l)
271	123-66-0	O=C(OCC)CCCCC	Training	Toxic-2 (between 1 and 10 mg/l)	Toxic-2 (between 1 and 10 mg/l)
272	123-72-8	O=CCCC	Training	Toxic-3 (between 10 and 100 mg/l)	Toxic-3 (between 10 and 100 mg/l)
273	123-86-4	O=C(OCCCC)C	Training	Toxic-3 (between 10 and 100 mg/l)	Toxic-2 (between 1 and 10 mg/l)
274	123-91-1	O1CCOCC1	Training	NON-Toxic (more than 100 mg/l)	NON-Toxic (more than 100 mg/l)
275	124-22-1	NCCCCCCCCCCCC	Training	Toxic-1 (less than 1 mg/l)	Toxic-1 (less than 1 mg/l)
276	126-73-8	O=P(OCCCC)(OCCCC)OCCCC	Training	Toxic-3 (between 10 and 100 mg/l)	Toxic-3 (between 10 and 100 mg/l)
277	126-81-8	O=C1CC(=O)CC(C)(C)C1	Training	NON-Toxic (more than 100 mg/l)	NON-Toxic (more than 100 mg/l)
278	127-00-4	OC(C)CCl	Training	NON-Toxic (more than 100 mg/l)	NON-Toxic (more than 100 mg/l)
279	127-18-4	C(=C(Cl)Cl)(Cl)Cl	Training	Toxic-3 (between 10 and 100 mg/l)	Toxic-3 (between 10 and 100 mg/l)
280	127-66-2	C#CC(O)(c1ccccc1)C	Training	NON-Toxic (more than 100 mg/l)	Toxic-3 (between 10 and 100 mg/l)
281	128-37-0	Oc1c(cc(cc1C(C)(C)C)C)C(C)(C)C	Training	Toxic-1 (less than 1 mg/l)	Toxic-1 (less than 1 mg/l)
282	128-44-9	O=C1NS(=O)(=O)c2ccccc12	Training	NON-Toxic (more than 100 mg/l)	Toxic-3 (between 10 and 100 mg/l)
283	132-64-9	o2c1ccccc1c3ccccc23	Training	Toxic-2 (between 1 and 10 mg/l)	Toxic-2 (between 1 and 10 mg/l)
284	133-11-9	O=C(Oc1ccccc1)c2ccc(N)cc2(O)	Training	Toxic-2 (between 1 and 10 mg/l)	Toxic-2 (between 1 and 10 mg/l)
285	134-62-3	O=C(c1cccc(c1)C)N(CC)CC	Training	NON-Toxic (more than 100 mg/l)	Toxic-3 (between 10 and 100 mg/l)
286	137-40-6	O=C(O)CC	Training	NON-Toxic (more than 100 mg/l)	NON-Toxic (more than 100 mg/l)
287	140-31-8	NCCN1CCNCC1	Training	NON-Toxic (more than 100 mg/l)	NON-Toxic (more than 100 mg/l)
288	141-03-7	O=C(OCCCC)CCC(=O)OCCCC	Training	Toxic-2 (between 1 and 10 mg/l)	Toxic-2 (between 1 and 10 mg/l)
289	141-28-6	O=C(OCC)CCCCC(=O)OCC	Training	Toxic-3 (between 10 and 100 mg/l)	Toxic-2 (between 1 and 10 mg/l)
290	141-43-5	OCCN	Training	NON-Toxic (more than 100 mg/l)	NON-Toxic (more than 100 mg/l)
291	141-78-6	O=C(OCC)C	Training	NON-Toxic (more than 100 mg/l)	NON-Toxic (more than 100 mg/l)
292	141-93-5	c1cc(cc(c1)CC)CC	Training	Toxic-2 (between 1 and 10 mg/l)	Toxic-2 (between 1 and 10 mg/l)
293	142-28-9	C(CCl)CCl	Training	NON-Toxic (more than 100 mg/l)	NON-Toxic (more than 100 mg/l)
294	142-62-1	O=C(O)CCCCC	Training	NON-Toxic (more than 100 mg/l)	NON-Toxic (more than 100 mg/l)
295	142-92-7	O=C(OCCCCCC)C	Training	Toxic-2 (between 1 and 10 mg/l)	Toxic-2 (between 1 and 10 mg/l)
296	142-96-1	O(CCCC)CCCC	Training	Toxic-3 (between 10 and 100 mg/l)	NON-Toxic (more than 100 mg/l)
297	143-08-8	OCCCCCCCCC	Training	Toxic-2 (between 1 and 10 mg/l)	Toxic-2 (between 1 and 10 mg/l)
298	143-16-8	N(CCCCCC)CCCCCC	Training	Toxic-1 (less than 1 mg/l)	Toxic-3 (between 10 and 100 mg/l)
299	148-53-8	O=Cc1cccc(OC)c1(O)	Training	Toxic-2 (between 1 and 10 mg/l)	Toxic-3 (between 10 and 100 mg/l)
300	150-19-6	Oc1cccc(OC)c1	Training	Toxic-3 (between 10 and 100 mg/l)	Toxic-3 (between 10 and 100 mg/l)
301	150-76-5	Oc1ccc(OC)cc1	Training	NON-Toxic (more than 100 mg/l)	Toxic-3 (between 10 and 100 mg/l)
302	150-78-7	O(c1ccc(OC)cc1)C	Training	NON-Toxic (more than 100 mg/l)	Toxic-3 (between 10 and 100 mg/l)
303	271-89-6	o1ccc2ccccc12	Training	Toxic-3 (between 10 and 100 mg/l)	Toxic-3 (between 10 and 100 mg/l)
304	280-57-9	N12(CCN(CC1)CC2)	Training	NON-Toxic (more than 100 mg/l)	NON-Toxic (more than 100 mg/l)
305	281-23-2	C1C2CC3CC1CC(C2)C3	Training	Toxic-1 (less than 1 mg/l)	Toxic-3 (between 10 and 100 mg/l)
306	298-04-4	O(CC)P(OCC)(=S)SCCSCC	Training	Toxic-2 (between 1 and 10 mg/l)	Toxic-2 (between 1 and 10 mg/l)
307	309-43-3	O=C1NC(=O)C(C(=O)N1)(CC=C)C(C)CCC	Training	Toxic-3 (between 10 and 100 mg/l)	Toxic-3 (between 10 and 100 mg/l)
308	314-40-9	O=C1NC(=C(C(=O)N1C(C)CC)Br)C	Training	NON-Toxic (more than 100 mg/l)	Toxic-3 (between 10 and 100 mg/l)
309	329-71-5	O=[N+]([O-])c1ccc(c(O)c1)[N+](=O)[O-]	Training	Toxic-2 (between 1 and 10 mg/l)	Toxic-3 (between 10 and 100 mg/l)
310	330-54-1	O=C(Nc1ccc(c(c1)Cl)Cl)N(C)C	Training	Toxic-3 (between 10 and 100 mg/l)	Toxic-2 (between 1 and 10 mg/l)
311	330-93-8	Fc2ccc(Oc1ccc(F)cc1)cc2	Training	Toxic-2 (between 1 and 10 mg/l)	Toxic-2 (between 1 and 10 mg/l)
312	333-41-5	n1c(OP(OCC)(OCC)=S)cc(nc1C(C)C)C	Training	Toxic-2 (between 1 and 10 mg/l)	Toxic-2 (between 1 and 10 mg/l)
313	350-46-9	O=[N+]([O-])c1ccc(F)cc1	Training	Toxic-3 (between 10 and 100 mg/l)	Toxic-3 (between 10 and 100 mg/l)
314	368-77-4	N#Cc1cccc(c1)C(F)(F)F	Training	Toxic-3 (between 10 and 100 mg/l)	Toxic-3 (between 10 and 100 mg/l)
315	371-40-4	Fc1ccc(N)cc1	Training	Toxic-3 (between 10 and 100 mg/l)	Toxic-3 (between 10 and 100 mg/l)
316	387-45-1	O=Cc1c(F)cccc1Cl	Training	Toxic-2 (between 1 and 10 mg/l)	Toxic-2 (between 1 and 10 mg/l)
317	393-39-5	Fc1ccc(N)c(c1)C(F)(F)F	Training	Toxic-3 (between 10 and 100 mg/l)	Toxic-3 (between 10 and 100 mg/l)
318	446-52-6	O=Cc1ccccc1(F)	Training	Toxic-2 (between 1 and 10 mg/l)	Toxic-2 (between 1 and 10 mg/l)
319	447-60-9	N#Cc1ccccc1C(F)(F)F	Training	Toxic-3 (between 10 and 100 mg/l)	Toxic-3 (between 10 and 100 mg/l)
320	454-89-7	O=Cc1cccc(c1)C(F)(F)F	Training	Toxic-1 (less than 1 mg/l)	Toxic-3 (between 10 and 100 mg/l)
321	459-59-6	Fc1ccc(cc1)NC	Training	Toxic-3 (between 10 and 100 mg/l)	Toxic-3 (between 10 and 100 mg/l)
322	464-45-9	OC1CC2CCC1(C)C2(C)(C)	Training	Toxic-3 (between 10 and 100 mg/l)	Toxic-3 (between 10 and 100 mg/l)
323	464-48-2	O=C1CC2CCC1(C)C2(C)(C)	Training	Toxic-3 (between 10 and 100 mg/l)	Toxic-3 (between 10 and 100 mg/l)
324	470-82-6	O1C(C)(C)C2CCC1(C)CC2	Training	NON-Toxic (more than 100 mg/l)	Toxic-3 (between 10 and 100 mg/l)
325	471-77-2	O=C(O)C2(C)(CCCC3(C)(C1C(=CC(=C(C)C)CC1)CCC23))	Training	Toxic-2 (between 1 and 10 mg/l)	Toxic-2 (between 1 and 10 mg/l)
326	496-16-2	O2c1ccccc1CC2	Training	Toxic-3 (between 10 and 100 mg/l)	Toxic-3 (between 10 and 100 mg/l)
327	497-37-0	OC2CC1CCC2(C1)	Training	NON-Toxic (more than 100 mg/l)	NON-Toxic (more than 100 mg/l)
328	498-66-8	C1=CC2CCC1C2	Training	Toxic-3 (between 10 and 100 mg/l)	Toxic-3 (between 10 and 100 mg/l)
329	499-83-2	O=C(O)c1nc(ccc1)C(=O)O	Training	NON-Toxic (more than 100 mg/l)	NON-Toxic (more than 100 mg/l)
330	500-22-1	O=Cc1cnccc1	Training	Toxic-3 (between 10 and 100 mg/l)	NON-Toxic (more than 100 mg/l)
331	502-56-7	O=C(CCCC)CCCC	Training	Toxic-3 (between 10 and 100 mg/l)	Toxic-3 (between 10 and 100 mg/l)
332	513-81-5	C=C(C(=C)C)C	Training	Toxic-2 (between 1 and 10 mg/l)	Toxic-2 (between 1 and 10 mg/l)
333	514-10-3	O=C(O)C2(C)(CCCC3(C)(C1C(C=C(CC1)C(C)C)=CCC23))	Training	Toxic-2 (between 1 and 10 mg/l)	Toxic-2 (between 1 and 10 mg/l)
334	525-82-6	O=C1C=C(Oc2ccccc12)c3ccccc3	Training	Toxic-2 (between 1 and 10 mg/l)	Toxic-3 (between 10 and 100 mg/l)
335	527-60-6	Oc1c(cc(cc1C)C)C	Training	Toxic-3 (between 10 and 100 mg/l)	Toxic-3 (between 10 and 100 mg/l)
336	529-19-1	N#Cc1ccccc1C	Training	Toxic-3 (between 10 and 100 mg/l)	Toxic-3 (between 10 and 100 mg/l)
337	529-20-4	O=Cc1ccccc1C	Training	Toxic-3 (between 10 and 100 mg/l)	Toxic-3 (between 10 and 100 mg/l)
338	532-32-1	O=C(O)c1ccccc1	Training	NON-Toxic (more than 100 mg/l)	Toxic-3 (between 10 and 100 mg/l)
339	534-52-1	O=[N+]([O-])c1cc(c(O)c(c1)C)[N+](=O)[O-]	Training	Toxic-2 (between 1 and 10 mg/l)	Toxic-2 (between 1 and 10 mg/l)
340	538-68-1	c1ccc(cc1)CCCCC	Training	Toxic-2 (between 1 and 10 mg/l)	Toxic-3 (between 10 and 100 mg/l)
341	540-88-5	O=C(OC(C)(C)C)C	Training	NON-Toxic (more than 100 mg/l)	NON-Toxic (more than 100 mg/l)
342	541-73-1	c1cc(cc(c1)Cl)Cl	Training	Toxic-2 (between 1 and 10 mg/l)	Toxic-2 (between 1 and 10 mg/l)
343	544-40-1	CCCCSCCCC	Training	Toxic-2 (between 1 and 10 mg/l)	Toxic-2 (between 1 and 10 mg/l)
344	552-41-0	O=C(c1ccc(OC)cc1(O))C	Training	Toxic-3 (between 10 and 100 mg/l)	Toxic-3 (between 10 and 100 mg/l)
345	552-89-6	O=Cc1ccccc1[N+](=O)[O-]	Training	Toxic-3 (between 10 and 100 mg/l)	Toxic-3 (between 10 and 100 mg/l)
346	555-16-8	O=Cc1ccc(cc1)[N+](=O)[O-]	Training	Toxic-3 (between 10 and 100 mg/l)	Toxic-3 (between 10 and 100 mg/l)
347	563-80-4	O=C(C)C(C)C	Training	NON-Toxic (more than 100 mg/l)	NON-Toxic (more than 100 mg/l)
348	573-56-8	O=[N+]([O-])c1cccc(c1(O))[N+](=O)[O-]	Training	Toxic-3 (between 10 and 100 mg/l)	Toxic-3 (between 10 and 100 mg/l)
349	583-53-9	c1ccc(c(c1)Br)Br	Training	Toxic-2 (between 1 and 10 mg/l)	Toxic-2 (between 1 and 10 mg/l)
350	589-09-3	C=CCNc1ccccc1	Training	Toxic-3 (between 10 and 100 mg/l)	Toxic-3 (between 10 and 100 mg/l)
351	589-16-2	Nc1ccc(cc1)CC	Training	Toxic-3 (between 10 and 100 mg/l)	Toxic-3 (between 10 and 100 mg/l)
352	590-86-3	O=CCC(C)C	Training	Toxic-2 (between 1 and 10 mg/l)	Toxic-3 (between 10 and 100 mg/l)
353	591-78-6	O=C(C)CCCC	Training	NON-Toxic (more than 100 mg/l)	NON-Toxic (more than 100 mg/l)
354	593-08-8	O=C(C)CCCCCCCCCCC	Training	Toxic-1 (less than 1 mg/l)	Toxic-2 (between 1 and 10 mg/l)
355	596-85-0	OC(C=C)(C)CCC1C(=C)CCC2C(C)(C)CCCC12(C)	Training	Toxic-1 (less than 1 mg/l)	Toxic-2 (between 1 and 10 mg/l)
356	597-64-8	CC[Sn](CC)(CC)CC	Training	Toxic-1 (less than 1 mg/l)	Toxic-1 (less than 1 mg/l)
357	598-74-3	NC(C)C(C)C	Training	NON-Toxic (more than 100 mg/l)	NON-Toxic (more than 100 mg/l)
358	600-36-2	OC(C(C)C)C(C)C	Training	NON-Toxic (more than 100 mg/l)	NON-Toxic (more than 100 mg/l)
359	607-00-1	O=CN(c1ccccc1)c2ccccc2	Training	Toxic-3 (between 10 and 100 mg/l)	Toxic-3 (between 10 and 100 mg/l)
360	607-81-8	O=C(OCC)C(C(=O)OCC)Cc1ccccc1	Training	Toxic-2 (between 1 and 10 mg/l)	Toxic-2 (between 1 and 10 mg/l)
361	608-71-9	Oc1c(c(c(c(c1Br)Br)Br)Br)Br	Training	Toxic-1 (less than 1 mg/l)	Toxic-1 (less than 1 mg/l)
362	609-23-4	Oc1c(cc(cc1I)I)I	Training	Toxic-2 (between 1 and 10 mg/l)	Toxic-2 (between 1 and 10 mg/l)
363	613-45-6	O=Cc1ccc(OC)cc1(OC)	Training	Toxic-3 (between 10 and 100 mg/l)	Toxic-3 (between 10 and 100 mg/l)
364	614-80-2	O=C(Nc1ccccc1(O))C	Training	Toxic-3 (between 10 and 100 mg/l)	Toxic-3 (between 10 and 100 mg/l)
365	615-65-6	Nc1ccc(cc1Cl)C	Training	Toxic-3 (between 10 and 100 mg/l)	Toxic-3 (between 10 and 100 mg/l)
366	616-86-4	O=[N+]([O-])c1cc(OCC)ccc1(N)	Training	Toxic-3 (between 10 and 100 mg/l)	Toxic-3 (between 10 and 100 mg/l)
367	619-50-1	O=C(OC)c1ccc(cc1)[N+](=O)[O-]	Training	Toxic-3 (between 10 and 100 mg/l)	Toxic-3 (between 10 and 100 mg/l)
368	619-80-7	O=C(N)c1ccc(cc1)[N+](=O)[O-]	Training	NON-Toxic (more than 100 mg/l)	Toxic-3 (between 10 and 100 mg/l)
369	620-88-2	O=[N+]([O-])c2ccc(Oc1ccccc1)cc2	Training	Toxic-2 (between 1 and 10 mg/l)	Toxic-2 (between 1 and 10 mg/l)
370	621-08-9	O=S(Cc1ccccc1)Cc2ccccc2	Training	Toxic-3 (between 10 and 100 mg/l)	Toxic-3 (between 10 and 100 mg/l)
371	621-42-1	O=C(Nc1cccc(O)c1)C	Training	NON-Toxic (more than 100 mg/l)	Toxic-3 (between 10 and 100 mg/l)
372	622-40-2	OCCN1CCOCC1	Training	NON-Toxic (more than 100 mg/l)	NON-Toxic (more than 100 mg/l)
373	623-25-6	c1cc(ccc1CCl)CCl	Training	Toxic-1 (less than 1 mg/l)	Toxic-1 (less than 1 mg/l)
374	625-86-5	o1c(ccc1C)C	Training	Toxic-3 (between 10 and 100 mg/l)	Toxic-3 (between 10 and 100 mg/l)
375	628-76-2	C(CCCl)CCCl	Training	Toxic-3 (between 10 and 100 mg/l)	Toxic-3 (between 10 and 100 mg/l)
376	629-04-9	CCCCCCCBr	Training	Toxic-2 (between 1 and 10 mg/l)	Toxic-2 (between 1 and 10 mg/l)
377	629-19-6	CCCSSCCC	Training	Toxic-2 (between 1 and 10 mg/l)	Toxic-2 (between 1 and 10 mg/l)
378	629-40-3	N#CCCCCCCC#N	Training	NON-Toxic (more than 100 mg/l)	Toxic-2 (between 1 and 10 mg/l)
379	634-67-3	Nc1ccc(c(c1Cl)Cl)Cl	Training	Toxic-2 (between 1 and 10 mg/l)	Toxic-1 (less than 1 mg/l)
380	635-93-8	O=Cc1cc(ccc1(O))Cl	Training	Toxic-1 (less than 1 mg/l)	Toxic-1 (less than 1 mg/l)
381	645-56-7	Oc1ccc(cc1)CCC	Training	Toxic-3 (between 10 and 100 mg/l)	Toxic-3 (between 10 and 100 mg/l)
382	653-37-2	O=Cc1c(F)c(F)c(F)c(F)c1(F)	Training	Toxic-2 (between 1 and 10 mg/l)	Toxic-1 (less than 1 mg/l)
383	683-72-7	O=C(N)C(Cl)Cl	Training	NON-Toxic (more than 100 mg/l)	NON-Toxic (more than 100 mg/l)
384	693-16-3	NC(C)CCCCCC	Training	Toxic-2 (between 1 and 10 mg/l)	Toxic-3 (between 10 and 100 mg/l)
385	693-54-9	O=C(C)CCCCCCCC	Training	Toxic-2 (between 1 and 10 mg/l)	Toxic-2 (between 1 and 10 mg/l)
386	693-65-2	O(CCCCC)CCCCC	Training	Toxic-2 (between 1 and 10 mg/l)	NON-Toxic (more than 100 mg/l)
387	693-93-6	n1cocc1C	Training	NON-Toxic (more than 100 mg/l)	NON-Toxic (more than 100 mg/l)
388	693-98-1	n1cc[nH]c1C	Training	NON-Toxic (more than 100 mg/l)	NON-Toxic (more than 100 mg/l)
389	700-58-3	O=C1C2CC3CC1CC(C2)C3	Training	Toxic-3 (between 10 and 100 mg/l)	Toxic-3 (between 10 and 100 mg/l)
390	706-14-9	O=C1OC(CC1)CCCCCC	Training	Toxic-3 (between 10 and 100 mg/l)	Toxic-2 (between 1 and 10 mg/l)
391	708-76-9	O=Cc1c(O)cc(OC)cc1(OC)	Training	Toxic-2 (between 1 and 10 mg/l)	Toxic-3 (between 10 and 100 mg/l)
392	709-98-8	O=C(Nc1ccc(c(c1)Cl)Cl)CC	Training	Toxic-2 (between 1 and 10 mg/l)	Toxic-2 (between 1 and 10 mg/l)
393	732-26-3	Oc1c(cc(cc1C(C)(C)C)C(C)(C)C)C(C)(C)C	Training	Toxic-1 (less than 1 mg/l)	Toxic-1 (less than 1 mg/l)
394	760-23-6	C=CC(CCl)Cl	Training	Toxic-2 (between 1 and 10 mg/l)	Toxic-3 (between 10 and 100 mg/l)
395	761-65-9	O=CN(CCCC)CCCC	Training	Toxic-3 (between 10 and 100 mg/l)	Toxic-3 (between 10 and 100 mg/l)
396	764-01-2	OCC#CC	Training	Toxic-3 (between 10 and 100 mg/l)	Toxic-3 (between 10 and 100 mg/l)
