Id	CAS	SMILES	Status	Experimental value	Predicted value
261	18523-69-8	O=[N+]([O-])c1oc(cc1)c2nc(NN=C(C)C)sc2	Training	Carcinogen	Carcinogen
262	127-06-0	ON=C(C)C	Training	Carcinogen	Possible NON-Carcinogen
263	34627-78-6	O=C(OC(C=C)c1ccc2OCOc2(c1))C	Training	Carcinogen	Carcinogen
264	65734-38-5	O=C(NNc1ccc(cc1)CO)C	Training	Carcinogen	Carcinogen
265	4075-79-0	O=C(Nc1ccc(cc1)c2ccccc2)C	Training	Carcinogen	Carcinogen
266	1078-38-2	O=C(NNC(=O)C)c1ccncc1	Training	Carcinogen	Carcinogen
267	114-83-0	O=C(NNc1ccccc1)C	Training	Carcinogen	Carcinogen
268	50-76-0	O=C6OC(C)C(NC(=O)c2ccc(c1OC=5C(=Nc12)C(C(=O)NC3C(=O)NC(C(=O)N4CCCC4(C(=O)N(C)CC(=O)N(C)C(C(=O)OC3(C))C(C)C))C(C)C)=C(N)C(=O)C=5C)C)C(=O)NC(C(=O)N7CCCC7(C(=O)N(C)CC(=O)N(C)C6C(C)C))C(C)C	Training	Carcinogen	Carcinogen
269	1162-65-8	O=C4Oc2c(c(OC)cc1OC3OC=CC3(c12))C5=C4C(=O)CC5	Training	Carcinogen	Carcinogen
270	67730-10-3	n2c(N)ccc3nc1ccccn1c23	Training	Carcinogen	Carcinogen
271	52207-83-7	C=CCNN	Training	Carcinogen	Carcinogen
272	97-56-3	N(=Nc1ccccc1C)c2ccc(N)c(c2)C	Training	Carcinogen	Carcinogen
273	139-05-9	O=S(=O)(O)NC1CCCCC1	Training	Carcinogen	Possible NON-Carcinogen
274	12663-46-6	O=C2NC(C(=O)N3CC(C(C3(C(=O)NC(C(=O)NC(C(=O)NC(c1ccccc1)C2)CO)CC))Cl)Cl)CO	Training	Carcinogen	Carcinogen
275	553-53-7	O=C(NN)c1cnccc1	Training	Carcinogen	Carcinogen
276	2425-06-1	O=C1N(C(=O)C2CC=CCC12)SC(C(Cl)Cl)(Cl)Cl	Training	Carcinogen	Carcinogen
277	563-41-7	O=C(N)NN	Training	Carcinogen	Carcinogen
278	103-03-7	O=C(N)NNc1ccccc1	Training	Carcinogen	Carcinogen
279	143-50-0	O=C1C2(C3(C4(C1(C5(C2(C3(C(C45Cl)(Cl)Cl)Cl)Cl)Cl)Cl)Cl)Cl)Cl	Training	Carcinogen	Carcinogen
280	86-74-8	c1ccc3c(c1)[nH]c2ccccc23	Training	Carcinogen	Possible NON-Carcinogen
281	126-07-8	O=C1c3c(OC)cc(OC)c(c3(OC12(C(OC)CC(=O)CC2(C))))Cl	Training	Carcinogen	Carcinogen
282	56-49-5	c1ccc5c(c1)ccc3c5(cc2ccc(c4c2c3CC4)C)	Training	Carcinogen	Carcinogen
283	13483-18-6	O(CCOCCl)CCl	Training	Carcinogen	Possible NON-Carcinogen
284	39801-14-4	C13(C4(C2(C5(C(C1(C2(Cl)Cl)Cl)(C3(C(C45Cl)(Cl)Cl)Cl)Cl)Cl)Cl)Cl)	Training	Carcinogen	Carcinogen
285	56894-91-8	O(Cc1ccc(cc1)COCCl)CCl	Training	Carcinogen	Possible NON-Carcinogen
286	3778-73-2	O=P1(OCCCN1(CCCl))(NCCCl)	Training	Carcinogen	Carcinogen
287	111-44-4	O(CCCl)CCCl	Training	Carcinogen	Possible NON-Carcinogen
288	54-85-3	O=C(NN)c1ccncc1	Training	Carcinogen	Carcinogen
289	16699-10-8	O=NN(c3ccc(C=Cc2ccnc1ccccc12)cc3)C	Training	Carcinogen	Carcinogen
290	23950-58-5	O=C(NC(C#C)(C)C)c1cc(cc(c1)Cl)Cl	Training	Carcinogen	Carcinogen
291	70-25-7	O=NN(C(=N[N+](=O)[O-])N)C	Training	Carcinogen	Carcinogen
292	540-51-2	OCCBr	Training	Carcinogen	Possible NON-Carcinogen
293	63412-06-6	O=NN(C(=O)c1ccccc1)C	Training	Carcinogen	Carcinogen
294	3693-22-9	o2c1ccccc1c3cc(N)ccc23	Training	Carcinogen	Carcinogen
295	55557-00-1	O=NN1CCN(N=O)CCC1	Training	Carcinogen	Carcinogen
296	50-07-7	O=C(OCC4C=1C(=O)C(N)=C(C(=O)C=1N3CC2NC2C34(OC))C)N	Training	Carcinogen	Carcinogen
297	N.A.	O=C2N(N=Cc1oc(cc1)[N+](=O)[O-])CCN2CCO	Training	Carcinogen	Carcinogen
298	25013-16-5	Oc1ccc(OC)cc1C(C)(C)C	Training	Carcinogen	Possible NON-Carcinogen
299	76180-96-6	n1cccc3c1ccc2c3(nc(N)n2C)	Training	Carcinogen	Carcinogen
300	624-84-0	O=CNN	Training	Carcinogen	Carcinogen
301	3570-75-0	O=CNNc1nc(cs1)c2oc(cc2)[N+](=O)[O-]	Training	Carcinogen	Carcinogen
302	109-84-2	OCCNN	Training	Carcinogen	Carcinogen
303	78776-28-0	N(NCCCC)CCCC	Training	Carcinogen	Carcinogen
304	2104-09-8	O=[N+]([O-])c1ccc(cc1)c2nc(N)sc2	Training	Carcinogen	Carcinogen
305	56795-65-4	NNCCCC	Training	Carcinogen	Carcinogen
306	3775-55-1	O=[N+]([O-])c1oc(cc1)c2nnc(o2)N	Training	Carcinogen	Carcinogen
307	21928-82-5	O=NN(c3ncnc1c3(ncn1C2OC(CO)C(O)C2(O)))C	Training	Carcinogen	Carcinogen
308	7722-84-1	OO	Training	Carcinogen	Possible NON-Carcinogen
309	16120-70-0	O=CN(N)CCCC	Training	Carcinogen	Carcinogen
310	21884-44-6	O=C3C1=C(O)c8c(O)cc(c(O)c8(C(=O)C16(C4C(=O)C2=C(O)c7c(O)cc(c(O)c7(C(=O)C25(C3C(O)C6(C5(C4(O))))))C)))C	Training	Carcinogen	Carcinogen
311	3817-11-6	O=NN(CCCC)CCCCO	Training	Carcinogen	Carcinogen
312	26049-70-7	O=[N+]([O-])c1ccc(cc1)c2nc(NN)sc2	Training	Carcinogen	Carcinogen
313	140-79-4	O=NN1CCN(N=O)CC1	Training	Carcinogen	Carcinogen
314	10589-74-9	O=NN(C(=O)N)CCCCC	Training	Carcinogen	Carcinogen
315	4342-03-4	O=C(N)C1=NC=NC1(=NNN(C)C)	Training	Carcinogen	Carcinogen
316	32852-21-4	O=CNNc1nc(cs1)C	Training	Carcinogen	Carcinogen
317	628-02-4	O=C(N)CCCCC	Training	Carcinogen	Possible NON-Carcinogen
318	50-00-0	O=C	Training	Carcinogen	Possible NON-Carcinogen
319	57-14-7	NN(C)C	Training	Carcinogen	Possible NON-Carcinogen
320	24365-47-7	O=CC(NC(=O)C(NC(=O)C(NC(=O)C)CC(C)C)CC(C)C)CCCN=C(N)N	Training	Carcinogen	Possible NON-Carcinogen
321	61-94-9	O=C(OC)C1=CCCN(C)C1	Training	Carcinogen	Carcinogen
322	55600-34-5	c1cc(cc(c1)Cl)c2cccc(c2)Cl	Training	Carcinogen	Possible NON-Carcinogen
323	11096-82-5	c1cc(c(c(c1c2ccc(c(c2Cl)Cl)Cl)Cl)Cl)Cl	Training	Carcinogen	Possible NON-Carcinogen
324	3031-51-4	O=C2OC(CN2(N=Cc1oc(cc1)[N+](=O)[O-]))CN3CCOCC3	Training	Carcinogen	Carcinogen
325	56654-52-5	O=NN(C(=O)NCCCC)CCCC	Training	Carcinogen	Carcinogen
326	1068-57-1	O=C(NN)C	Training	Carcinogen	Carcinogen
327	531-18-0	OCN(c1nc(nc(n1)N(CO)CO)N(CO)CO)CO	Training	Carcinogen	Possible NON-Carcinogen
328	324-93-6	Fc1ccc(cc1)c2ccc(N)cc2	Training	Carcinogen	Carcinogen
329	26049-69-4	O=[N+]([O-])c1oc(cc1)c2nc(NN(C)C)sc2	Training	Carcinogen	Carcinogen
330	60391-92-6	O=NN(C(=O)N)CC(=O)O	Training	Carcinogen	Carcinogen
331	25843-45-2	O=[N+]([N-]C)C	Training	Carcinogen	Carcinogen
332	398-32-3	O=C(Nc1ccc(cc1)c2ccc(F)cc2)C	Training	Carcinogen	Carcinogen
333	4164-28-7	O=[N+]([O-])N(C)C	Training	Carcinogen	Carcinogen
334	305-03-3	O=C(O)CCCc1ccc(cc1)N(CCCl)CCCl	Training	Carcinogen	Carcinogen
335	302-15-8	NNC	Training	Carcinogen	Possible NON-Carcinogen
336	123-73-9	O=CC=CC	Training	Carcinogen	Possible NON-Carcinogen
337	363-17-7	O=C(Nc2ccc3c1ccccc1Cc3(c2))C(F)(F)F	Training	Carcinogen	Carcinogen
338	21626-89-1	O=C3c1ccccc1CN4C(=O)c2ccccc2CN34	Training	Carcinogen	Carcinogen
339	100-44-7	c1ccc(cc1)CCl	Training	Carcinogen	Possible NON-Carcinogen
340	87-68-3	C(C(=C(Cl)Cl)Cl)(=C(Cl)Cl)Cl	Training	Carcinogen	Carcinogen
341	4548-53-2	O=C2C(=NNc1cc(c(cc1C)C)S(=O)(=O)O)C=C(c3ccccc23)S(=O)(=O)O	Training	Carcinogen	Carcinogen
342	915-67-3	O=C3C(=NNc1ccc(c2ccccc12)S(=O)(=O)O)c4ccc(cc4(C=C3S(=O)(=O)O))S(=O)(=O)O	Training	Carcinogen	Carcinogen
343	5834-17-3	o2c1ccccc1c3cc(OC)c(N)cc23	Training	Carcinogen	Carcinogen
344	21638-36-8	O=C2NC(C)CN2(N=Cc1oc(cc1)[N+](=O)[O-])	Training	Carcinogen	Carcinogen
345	3564-09-8	O=C2C(=NNc1cc(c(cc1C)C)C)c3ccc(cc3(C=C2S(=O)(=O)O))S(=O)(=O)O	Training	Carcinogen	Carcinogen
346	3761-53-3	O=C2C(=NNc1ccc(cc1C)C)c3cc(ccc3(C=C2S(=O)(=O)O))S(=O)(=O)O	Training	Carcinogen	Carcinogen
347	5141-20-8	O=S(=O)([O-])c1ccc(cc1)C(c2ccc(cc2)N(Cc3cccc(c3)S(=O)(=O)O)CC)=C4C=CC(C=C4)=[N+](Cc5cccc(c5)S(=O)(=O)O)CC	Training	Carcinogen	Carcinogen
348	149-17-7	O=C2C=CC(=CNNC(=O)c1ccncc1)C=C2(OC)	Training	Carcinogen	Carcinogen
349	443-48-1	O=[N+]([O-])c1cnc(n1CCO)C	Training	Carcinogen	Carcinogen
350	21416-87-5	O=C1NC(=O)CN(C1)CC(N2CC(=O)NC(=O)C2)C	Training	Carcinogen	Carcinogen
351	110-57-6	C(=CCCl)CCl	Training	Carcinogen	Possible NON-Carcinogen
352	4680-78-8	O=S(=O)([O-])c1cccc(c1)CN(c2ccc(cc2)[CH2+](c3ccccc3)c4ccc(cc4)N(Cc5cccc(c5)S(=O)(=O)[O-])CC)CC	Training	Carcinogen	Carcinogen
353	5208-87-7	OC(C=C)c1ccc2OCOc2(c1)	Training	Carcinogen	Carcinogen
354	16338-97-9	O=NN(CC=C)CC=C	Training	Carcinogen	Carcinogen
355	57497-29-7	O=[N+]([N-]C)CC	Training	Carcinogen	Carcinogen
356	16301-26-1	O=[N+]([N-]CC)CC	Training	Carcinogen	Carcinogen
357	38514-71-5	O=[N+]([O-])c1oc(cc1)c2nc(N)sc2	Training	Carcinogen	Carcinogen
358	637-07-0	O=C(OCC)C(Oc1ccc(cc1)Cl)(C)C	Training	Carcinogen	Carcinogen
359	51410-44-7	OC(C=C)c1ccc(OC)cc1	Training	Carcinogen	Carcinogen
360	63885-23-4	O=NN(C(=NCC)N)[N+](=O)[O-]	Training	Carcinogen	Carcinogen
361	758-17-8	O=CN(N)C	Training	Carcinogen	Carcinogen
362	74920-78-8	O=CN(N)CC	Training	Carcinogen	Carcinogen
363	26049-71-8	n1c(csc1NN)c2ccc(N)cc2	Training	Carcinogen	Carcinogen
364	842-00-2	O=S(=O)(N)c2ccc(c1ccccc12)S(=O)(=O)CC	Training	Carcinogen	Carcinogen
365	683-50-1	O=CC(C)Cl	Training	Carcinogen	Possible NON-Carcinogen
366	590-21-6	C(=CCl)C	Training	Carcinogen	Possible NON-Carcinogen
367	115-02-6	[N-]=[N+]=CC(=O)OCC(N)C(=O)O	Training	Carcinogen	Possible NON-Carcinogen
368	5164-11-4	C=CCN(N)CC=C	Training	Carcinogen	Carcinogen
369	10318-26-0	OC(CBr)C(O)C(O)C(O)CBr	Training	Carcinogen	Possible NON-Carcinogen
370	38434-77-4	N#CN(N=O)CC	Training	Carcinogen	Carcinogen
371	88-73-3	O=[N+]([O-])c1ccccc1Cl	Training	Carcinogen	Carcinogen
372	613-94-5	O=C(NN)c1ccccc1	Training	Carcinogen	Carcinogen
373	101-79-1	O(c1ccc(N)cc1)c2ccc(cc2)Cl	Training	Carcinogen	Carcinogen
374	100-00-5	O=[N+]([O-])c1ccc(cc1)Cl	Training	Carcinogen	Carcinogen
375	720-69-4	O=[N+]([O-])c1oc(cc1)c2nc(nc(n2)N)N	Training	Carcinogen	Carcinogen
376	37087-94-8	O=C(O)c1cc(ccc1Cl)S(=O)(=O)N2CC(C)CC(C)C2	Training	Carcinogen	Carcinogen
377	517-28-2	Oc4ccc2c(OCC3(O)(Cc1cc(O)c(O)cc1C23))c4(O)	Training	Carcinogen	Carcinogen
378	65089-17-0	O=C(NCCO)CSc1nc(cc(n1)Cl)Nc2cccc(c2C)C	Training	Carcinogen	Carcinogen
379	63019-65-8	O=C(N(c3cccc2c1ccccc1Cc23)C(=O)C)C	Training	Carcinogen	Carcinogen
380	50892-23-4	O=C(O)CSc1nc(cc(n1)Cl)Nc2cccc(c2C)C	Training	Carcinogen	Carcinogen
381	91-94-1	Nc1ccc(cc1Cl)c2ccc(N)c(c2)Cl	Training	Carcinogen	Carcinogen
382	18413-14-4	NNCC	Training	Carcinogen	Carcinogen
383	77094-11-2	n1cccc3c1cc(c2c3(nc(N)n2C))C	Training	Carcinogen	Carcinogen
384	33979-15-6	O=C1OC2CC[N+]3(C)(CC=C(COC(=O)C(OC(=O)C)(C)C(C=C1(C=C))C)C23([O-]))	Training	Carcinogen	Carcinogen
385	67730-11-4	n1c(N)ccc2nc3c(cccn3(c12))C	Training	Carcinogen	Carcinogen
386	151-56-4	N1CC1	Training	Carcinogen	Possible NON-Carcinogen
387	302-01-2	NN	Training	Carcinogen	Possible NON-Carcinogen
388	57-39-6	O=P(N1CC1C)(N2CC2C)N3CC3C	Training	Carcinogen	Possible NON-Carcinogen
389	306-37-6	N(NC)C	Training	Carcinogen	Possible NON-Carcinogen
390	64-17-5	OCC	Training	Carcinogen	Possible NON-Carcinogen
391	53-70-3	c1ccc5c(c1)ccc4cc3c(ccc2ccccc23)cc45	Training	Carcinogen	Carcinogen
392	2303-16-4	O=C(N(C(C)C)C(C)C)SCC(=CCl)Cl	Training	Carcinogen	Possible NON-Carcinogen
393	938-73-8	O=C(N)c1ccccc1(OCC)	Training	Carcinogen	Carcinogen
394	118-74-1	c1(c(c(c(c(c1Cl)Cl)Cl)Cl)Cl)Cl	Training	Carcinogen	Carcinogen
395	72-54-8	c1cc(ccc1C(c2ccc(cc2)Cl)C(Cl)Cl)Cl	Training	Carcinogen	Carcinogen
396	53-95-2	O=C(N(O)c2ccc3c1ccccc1Cc3(c2))C	Training	Carcinogen	Carcinogen
397	117-10-2	O=C1c3cccc(O)c3(C(=O)c2c(O)cccc12)	Training	Carcinogen	Carcinogen
398	712-68-5	O=[N+]([O-])c1oc(cc1)c2nnc(N)s2	Training	Carcinogen	Carcinogen
399	140-57-8	O=S(OCCCl)OC(C)COc1ccc(cc1)C(C)(C)C	Training	Carcinogen	Carcinogen
400	60-56-0	C1=CN(C(N1)=S)C	Training	Carcinogen	Possible NON-Carcinogen
401	50-28-2	Oc1ccc2c(c1)CCC3C2CCC4(C)(C(O)CCC34)	Training	Carcinogen	Possible NON-Carcinogen
402	20570-96-1	NNCc1ccccc1	Training	Carcinogen	Possible NON-Carcinogen
403	22571-95-5	O=C(OC2CCN1CC=C(COC(=O)C(O)(C(O)C)C(C)C)C12)C(=CC)C	Training	Carcinogen	Carcinogen
404	13743-07-2	O=NN(C(=O)N)CCO	Training	Carcinogen	Carcinogen
405	60-34-4	NNC	Training	Carcinogen	Possible NON-Carcinogen
406	7422-80-2	NN(CCCC)CCCC	Training	Carcinogen	Carcinogen
407	59-88-1	NNc1ccccc1	Training	Carcinogen	Carcinogen
408	132-27-4	Oc1ccccc1c2ccccc2	Training	Carcinogen	Possible NON-Carcinogen
409	83335-32-4	O=NN(CCCC(F)(F)F)CCCC(F)(F)F	Training	Carcinogen	Carcinogen
410	128-44-9	O=C1N=S(=O)(O)c2ccccc12	Training	Carcinogen	Possible NON-Carcinogen
411	75896-33-2	O=NN(CCO)CC(O)C	Training	Carcinogen	Carcinogen
412	108-05-4	O=C(OC=C)C	Training	Carcinogen	Possible NON-Carcinogen
413	36133-88-7	O=C(NCc1nc(no1)c2oc(cc2)[N+](=O)[O-])C	Training	Carcinogen	Carcinogen
414	24554-26-5	O=CNc1nc(cs1)c2oc(cc2)[N+](=O)[O-]	Training	Carcinogen	Carcinogen
415	18559-94-9	Oc1ccc(cc1CO)C(O)CNC(C)(C)C	Training	Carcinogen	Possible NON-Carcinogen
416	2578-75-8	O=C(Nc2nnc(c1oc(cc1)[N+](=O)[O-])s2)C	Training	Carcinogen	Carcinogen
417	26308-28-1	O=C1Nc3c(nn(c3(C(=NC1)c2ccccc2))CC)C	Training	Carcinogen	Possible NON-Carcinogen
418	531-82-8	O=C(Nc1nc(cs1)c2oc(cc2)[N+](=O)[O-])C	Training	Carcinogen	Carcinogen
419	91308-69-9	O=NN(CC=C)CCO	Training	Carcinogen	Carcinogen
420	75198-31-1	O=[N+]([O-])c1oc(cc1)c3cnc2ccccn23	Training	Carcinogen	Carcinogen
421	91308-71-3	O=NN(CC=C)CC(=O)C	Training	Carcinogen	Carcinogen
422	51325-35-0	O=C(Nc1nc(nc(n1)c2oc(cc2)[N+](=O)[O-])NC(=O)C)C	Training	Carcinogen	Carcinogen
423	64005-62-5	O=NN(C(=O)OCC)CCCCC	Training	Carcinogen	Carcinogen
424	4812-22-0	O=[N+]([O-])C(=CCC)CC	Training	Carcinogen	Carcinogen
425	51542-33-7	O=NN(C(=O)Nc2nc1ccccc1s2)C	Training	Carcinogen	Carcinogen
426	77-46-3	O=C(Nc1ccc(cc1)S(=O)(=O)c2ccc(cc2)NC(=O)C)C	Training	Carcinogen	Carcinogen
427	924-16-3	O=NN(CCCC)CCCC	Training	Carcinogen	Carcinogen
428	55-18-5	O=NN(CC)CC	Training	Carcinogen	Carcinogen
429	1116-54-7	O=NN(CCO)CCO	Training	Carcinogen	Carcinogen
430	122-60-1	O(c1ccccc1)CC2OC2	Training	Carcinogen	Carcinogen
431	62-75-9	O=NN(C)C	Training	Carcinogen	Carcinogen
432	621-64-7	O=NN(CCC)CCC	Training	Carcinogen	Carcinogen
433	17608-59-2	O=NN(C)C(C)C(O)c1ccccc1	Training	Carcinogen	Carcinogen
434	91308-70-2	O=NN(CC=C)CC(O)C	Training	Carcinogen	Carcinogen
435	20917-49-1	O=NN1CCCCCCC1	Training	Carcinogen	Carcinogen
436	88208-16-6	O=NN(CC=C)CC(O)CO	Training	Carcinogen	Carcinogen
437	16219-98-0	O=NN(c1ncccc1)C	Training	Carcinogen	Carcinogen
438	1133-64-8	O=NN2CCCCC2(c1cnccc1)	Training	Carcinogen	Carcinogen
439	68107-26-6	O=NN(C)CCCCCCCCCCC	Training	Carcinogen	Carcinogen
440	53609-64-6	O=NN(CC(O)C)CC(O)C	Training	Carcinogen	Carcinogen
441	156-51-4	NNCCc1ccccc1	Training	Carcinogen	Carcinogen
442	60599-38-4	O=NN(CC(=O)C)CC(=O)C	Training	Carcinogen	Carcinogen
443	100-75-4	O=NN1CCCCC1	Training	Carcinogen	Carcinogen
444	13292-46-1	O=C(OC3C(C)C(OC)C=COC1(Oc4c(C1(=O))c5c(O)c(C=NN2CCN(C)CC2)c(NC(=O)C(=CC=CC(C)C(O)C(C)C(O)C3(C))C)c(O)c5(c(O)c4C))C)C	Training	Carcinogen	Carcinogen
445	611-23-4	O=Nc1ccccc1C	Training	Carcinogen	Carcinogen
446	18883-66-4	O=NN(C(=O)NC1C(O)OC(CO)C(O)C1(O))C	Training	Carcinogen	Carcinogen
447	96806-34-7	O=NN(C(=O)NCCCl)CCO	Training	Carcinogen	Carcinogen
448	17673-25-5	O=C1C(=CC3C1(O)CC(=CC2C4C(O)(C(O)C(C)C23(O))C4(C)(C))CO)C	Training	Carcinogen	Carcinogen
449	55556-92-8	O=NN1CC=CCC1	Training	Carcinogen	Carcinogen
450	96-09-3	O1CC1c2ccccc2	Training	Carcinogen	Carcinogen
451	89911-78-4	O=NN(CCO)CC(O)CO	Training	Carcinogen	Carcinogen
452	92177-50-9	O=NC(O)C(O)CNCC(=O)C	Training	Carcinogen	Carcinogen
453	303-47-9	O=C1OC(C)Cc2c1c(O)c(cc2Cl)C(=O)NC(C(=O)O)Cc3ccccc3	Training	Carcinogen	Carcinogen
454	38777-13-8	O=NN(C(=O)Oc1ccccc1(OC(C)C))C	Training	Carcinogen	Carcinogen
455	7227-91-0	N(=NN(C)C)c1ccccc1	Training	Carcinogen	Carcinogen
456	684-93-5	O=NN(C(=O)N)C	Training	Carcinogen	Carcinogen
457	13752-51-7	O2CCN(C(=S)SN1CCOCC1)CC2	Training	Carcinogen	Carcinogen
458	55090-44-3	O=NN(C)CCCCCCCCCCCC	Training	Carcinogen	Carcinogen
459	8001-50-1	C=C1C(C)(C)C2(C(C1(C(C2(Cl)Cl)(Cl)Cl)Cl)Cl)Cl	Training	Carcinogen	Carcinogen
460	13256-11-6	O=NN(C)CCc1ccccc1	Training	Carcinogen	Carcinogen
461	1120-71-4	O=S1(=O)(OCCC1)	Training	Carcinogen	Carcinogen
462	29069-24-7	O=C1C=CC4(C(=C1)CCC3C5CCC(O)(C(=O)COC(=O)CCCc2ccc(cc2)N(CCCl)CCCl)C5(C)(CC(O)C34))(C)	Training	Carcinogen	Carcinogen
463	117-39-5	O=C1C(O)=C(Oc2cc(O)cc(O)c12)c3ccc(O)c(O)c3	Training	Carcinogen	Carcinogen
464	40580-89-0	O=NN1CCCCCCCCCCCC1	Training	Carcinogen	Carcinogen
465	932-83-2	O=NN1CCCCCC1	Training	Carcinogen	Carcinogen
466	137-30-4	C(N(C)C)(=S)S	Training	Carcinogen	Possible NON-Carcinogen
467	86451-37-8	O=NN(C)CC(O)CO	Training	Carcinogen	Carcinogen
468	78246-24-9	O=NN2CCCC2(c1ccc[n+]([O-])c1)	Training	Carcinogen	Carcinogen
469	930-55-2	O=NN1CCCC1	Training	Carcinogen	Carcinogen
470	82018-90-4	O=NN(CC)CC(F)(F)F	Training	Carcinogen	Carcinogen
471	1119-68-2	N([NH3+])CCCCC	Training	Carcinogen	Carcinogen
472	29929-77-9	O=NN2c1ccccc1C(=CC2(C)C)C	Training	Carcinogen	Carcinogen
473	60102-37-6	O=C2OCC3=CCN(C)CCC(OC(=O)C1(OC1(C))(CC(C)C2(O)C))C3(=O)	Training	Carcinogen	Carcinogen
474	16813-36-8	O=NN1C(=O)NC(=O)CC1	Training	Carcinogen	Carcinogen
475	62-44-2	O=C(Nc1ccc(OCC)cc1)C	Training	Carcinogen	Carcinogen
476	937-25-7	O=NN(c1ccc(F)cc1)C	Training	Carcinogen	Carcinogen
477	60-80-0	O=C1C=C(N(N1c2ccccc2)C)C	Training	Carcinogen	Carcinogen
478	10048-13-2	O=C1c5c(O)cccc5(Oc3c1c(OC)cc2OC4OC=CC4(c23))	Training	Carcinogen	Carcinogen
479	23031-25-6	Oc1cc(O)cc(c1)C(O)CNC(C)(C)C	Training	Carcinogen	Possible NON-Carcinogen
480	614-95-9	O=NN(C(=O)OCC)CC	Training	Carcinogen	Carcinogen
481	614-00-6	O=NN(c1ccccc1)C	Training	Carcinogen	Carcinogen
482	13010-07-6	O=NN(C(=N[N+](=O)[O-])N)CCC	Training	Carcinogen	Carcinogen
483	96806-35-8	O=NN(C(=O)NCCCl)CC(O)C	Training	Carcinogen	Carcinogen
484	77337-54-3	O=CN(N)CCC	Training	Carcinogen	Carcinogen
485	760-60-1	O=NN(C(=O)N)CC(C)C	Training	Carcinogen	Carcinogen
486	56795-66-5	N([NH3+])CCC	Training	Carcinogen	Carcinogen
487	615-28-1	Nc1ccccc1(N)	Training	Carcinogen	Carcinogen
488	89911-79-5	O=NN(CC(O)C)CC(O)CO	Training	Carcinogen	Carcinogen
489	75881-20-8	O=NN(C)CCCCCCCCCCCCCC	Training	Carcinogen	Carcinogen
490	50-06-6	O=C2NC(=O)C(c1ccccc1)(C(=O)N2)CC	Training	Carcinogen	Carcinogen
491	51-52-5	O=C1C=C(NC(N1)=S)CCC	Training	Carcinogen	Carcinogen
492	63-92-3	O(c1ccccc1)CC(N(Cc2ccccc2)CCCl)C	Training	Carcinogen	Carcinogen
493	100-41-4	c1ccc(cc1)CC	Training	Carcinogen	Possible NON-Carcinogen
494	607-35-2	O=[N+]([O-])c2cccc1cccnc12	Training	Carcinogen	Carcinogen
495	125-33-7	O=C2NCNC(=O)C2(c1ccccc1)CC	Training	Carcinogen	Carcinogen
496	93-15-2	O(c1ccc(cc1(OC))CC=C)C	Training	Carcinogen	Carcinogen
497	98-00-0	OCc1occc1	Training	Carcinogen	Carcinogen
498	111-76-2	OCCOCCCC	Training	Carcinogen	Possible NON-Carcinogen
499	110-86-1	n1ccccc1	Training	Carcinogen	Carcinogen
500	111-42-2	OCCNCCO	Training	Carcinogen	Carcinogen
501	53757-28-1	O=[N+]([O-])c1oc(cc1)c2ncsc2	Training	Carcinogen	Carcinogen
502	1402-68-2	O=C4Oc2c(c(OC)cc1OC3OC=CC3(c12))C5=C4C(=O)OCC5	Training	Carcinogen	Carcinogen
503	64039-27-6	OCC3OC(n2cnc1C(N=C(N)Nc12)=S)CC3(O)	Training	Carcinogen	Carcinogen
504	7411-49-6	Nc1ccc(cc1(N))c2ccc(N)c(N)c2	Training	Carcinogen	Carcinogen
505	63886-77-1	Fc1c(F)c(N)c(F)c(N)c1(F)	Training	Carcinogen	Carcinogen
506	141-90-2	O=C1C=CNC(N1)=S	Training	Carcinogen	Carcinogen
507	298-81-7	O=C1Oc2c(OC)c3occc3(cc2(C=C1))	Training	Carcinogen	Carcinogen
508	109-99-9	O1CCCC1	Training	Carcinogen	Possible NON-Carcinogen
509	6334-11-8	c1c(cc(c(c1C)[NH3+])C)C	Training	Carcinogen	Carcinogen
510	924-42-5	O=C(C=C)NCO	Training	Carcinogen	Carcinogen
511	5634-39-9	OCC1OC(OC1)C(C)I	Training	Carcinogen	Possible NON-Carcinogen
512	868-85-9	O=[P+](OC)OC	Training	Carcinogen	Carcinogen
513	643-22-1	O=C3OC(CC)C(O)(C)C(O)C(C(=O)C(C)CC(O)(C)C(OC1OC(C)CC(C1(O))[NH+](C)C)C(C)C(OC2OC(C)C(O)C(OC)(C)C2)C3C)C	Training	NON-Carcinogen	Carcinogen
514	121-69-7	c1ccc(cc1)N(C)C	Training	Carcinogen	Carcinogen
515	62-55-5	NC(C)=S	Training	Carcinogen	Possible NON-Carcinogen
516	55566-30-8	OC[P+](CO)(CO)CO	Training	NON-Carcinogen	Possible NON-Carcinogen
517	74-96-4	CCBr	Training	Carcinogen	Possible NON-Carcinogen
518	593-60-2	C=CBr	Training	Carcinogen	Possible NON-Carcinogen
519	62-56-6	NC(N)=S	Training	Carcinogen	Possible NON-Carcinogen
520	540-23-8	Nc1ccc(cc1)C	Training	Carcinogen	Carcinogen
521	132-98-9	O=C(O)C3N2C(=O)C(NC(=O)COc1ccccc1)C2SC3(C)(C)	Training	NON-Carcinogen	Possible NON-Carcinogen
522	622-51-5	O=C(N)Nc1ccc(cc1)C	Training	Carcinogen	Carcinogen
523	99-57-0	O=[N+]([O-])c1ccc(O)c(N)c1	Training	Carcinogen	Carcinogen
